ArgName,ArgBasicWeight,FinalWeight
A1319,0.89,0.5033748537414987
A1318,0.06,0.499978250205839
A1317,0.29,0.4984380328180742
A1312,1.0,0.5238921067165025
A1311,0.32,0.4995233628509935
A1310,0.16,0.4867083489971469
A1316,0.55,0.5072668810037821
A1315,0.73,0.4986602552090923
A1314,0.68,0.4255200161552326
A1313,0.34,0.4995712074073543
A1309,0.1,0.512429566131098
A1308,0.09,0.4652218686518687
A1307,0.67,0.4273953514025058
A1306,0.04,0.4940387073553355
A1301,0.53,0.501172820068
A1300,0.08,0.0020547000167278
A1305,0.43,0.5113094097183701
A1304,0.55,0.4988866694005383
A1303,0.69,0.4961449602717548
A1302,0.81,0.4972666471330841
A1339,0.65,0.4239022522629954
A1334,0.85,0.4992941991464568
A1333,0.07,0.4939431855376561
A1332,0.73,0.5002174505004757
A1331,0.43,0.5003526926381
A1338,0.37,0.4953750341939424
A1337,0.66,0.5787915201831583
A1336,0.75,0.4976202907105632
A1335,0.61,0.5092869080207599
A1341,0.98,0.5034388507344003
A1340,0.92,0.5021939186194925
A1329,0.79,0.5064193033194813
A1328,0.63,0.4997689284380444
A1323,0.85,0.5114432480035123
A1322,0.8,0.5104234559216021
A1321,0.04,0.5011184514837597
A1320,0.1,0.4503787084616849
A1327,0.39,0.4787810374466552
A1326,0.85,0.5051162240430813
A1325,0.14,0.4868773489979771
A1324,0.2,0.4776094815924776
A1330,0.15,0.4471587517035416
A709,0.98,0.5126996977362122
A707,0.12,0.5012798758005449
A708,0.3,0.499993769482059
A705,0.14,0.4732135511281097
A706,0.05,0.4970009023200634
A703,0.42,0.4955487972392824
A704,0.06,0.443521234107561
A701,0.09,0.4458900970878618
A702,0.38,0.4988533882701563
A700,0.48,0.5038897872641086
A718,0.8,0.5029136672155265
A719,0.0,0.9664001452095868
A716,0.88,0.4989967696575213
A717,0.16,0.4345833456155504
A714,0.66,0.5016944899431712
A715,0.84,0.5472564160218797
A712,0.16,0.4500923412986492
A713,0.09,0.4964499760008135
A710,0.38,0.461540994313153
A711,0.05,0.5004612644830018
A729,0.74,0.4975700467594998
A727,0.32,0.4833177656494095
A728,0.81,0.4988003925595918
A725,0.95,0.5023550825216543
A726,0.98,0.5303040953958019
A723,0.31,0.4961966818411076
A724,0.78,0.4989209986609872
A721,0.89,0.5422600492435455
A722,0.99,0.5283088030844437
A720,0.17,0.5000587464136833
A738,0.89,0.499128754928849
A739,0.28,0.4116783856556835
A736,0.65,0.5103619628436236
A737,0.04,0.4459062837986563
A734,0.45,0.4933972965521664
A735,1.0,0.5620636029969702
A732,0.91,0.5513783768587031
A733,0.5,0.5
A730,0.09,0.473556440060018
A731,0.89,0.5000258449138199
A749,0.84,0.4954333992204469
A747,0.17,0.4749517796584795
A748,0.35,0.5109176424831742
A745,0.41,0.4986110740339181
A746,0.55,0.5189478717920735
A743,0.72,0.5960948892606253
A744,0.39,0.461952428332797
A741,0.44,0.5066981890673888
A742,0.71,0.5034194020058653
A740,0.18,0.4474187093399013
A758,0.8,0.500160236940032
A759,0.01,0.4931439899055828
A756,0.17,0.4869351002258144
A757,0.54,0.4923811487633694
A754,0.09,0.4972211062069551
A755,0.94,0.5100213539592235
A752,0.38,0.501626081726211
A753,0.4,0.4991953423261602
A750,0.07,0.4987806120038114
A751,0.96,0.506763236402581
A769,0.02,0.4880445221181233
A767,0.08,0.4966151922236088
A768,0.67,0.4902829717303715
A765,0.99,0.5164900861249865
A766,0.96,0.5009537060813274
A763,0.56,0.4889229263515824
A764,0.71,0.4850407320450926
A761,0.47,0.5114291966142723
A762,0.11,0.4728749832095289
A760,0.01,0.4210486189327162
A778,0.91,0.500265369521826
A779,0.87,0.4996823465036138
A776,0.36,0.4838115764651391
A777,0.51,0.5031087669570319
A774,0.66,0.4572086222011093
A775,0.54,0.5681180246062708
A772,0.46,0.4999970348761288
A773,0.96,0.5017783905777425
A770,0.73,0.4967567053561983
A771,0.58,0.446321968788766
A309,0.13,0.4992089219102571
A307,0.46,0.5269312216922065
A308,0.16,0.489009820665247
A305,0.74,0.4999906782102468
A789,0.07,0.4700323217955419
A306,0.92,0.5570535221508697
A303,0.89,0.4989995758568865
A787,0.34,0.4589101059445987
A304,0.42,0.3525654203591117
A788,0.25,0.4570872728336839
A301,0.75,0.5075312339011757
