ArgName,ArgBasicWeight,FinalWeight
A0,0.6,0.5369198034856616
A1,0.56,0.5221685505504029
A2,0.04,0.4767824514988304
A3,0.45,0.4776360257820109
A4,0.21,0.4894859686256572
A5,0.32,0.5134018858854557
A6,0.94,0.506925742618901
A7,0.7,0.4546411404205932
A8,0.72,0.5069105577268456
A9,0.61,0.529747587105152
A509,0.41,0.4571812447355085
A507,0.07,0.4899275460888569
A508,0.91,0.5438182271888428
A505,0.73,0.5480001486293615
A506,0.16,0.4832790014258544
A503,0.11,0.5275524497076749
A504,0.3,0.4956010138657151
A501,0.81,0.990152575079764
A502,0.89,0.5089994606390409
A500,0.61,0.6429879679726589
A518,0.2,0.4999832119761322
A519,0.08,0.4617929011424091
A516,0.74,0.6116265136199471
A517,0.03,0.4951067737410603
A514,0.31,0.5104939796956627
A515,0.22,0.4608851738504836
A512,0.73,0.5109337670109689
A513,0.38,0.550617593920432
A510,0.54,0.5078189686839332
A511,0.28,0.507864215546628
A408,0.29,0.546065573452009
A529,0.42,0.5184997100331745
A409,0.26,0.4859056701270709
A406,0.28,0.4906657535972657
A527,0.42,0.5149414054721075
A407,0.01,0.481892254480469
A528,0.18,0.3445229929861902
A404,0.83,0.6821653245922314
A525,0.66,0.4797192299280986
A405,0.5,0.5490926043082108
A526,0.9,0.5066017953084226
A402,0.49,0.5175186292422999
A523,0.43,0.460045703891414
A403,0.23,0.4380418206036351
A524,0.9,0.5166566701707017
A400,0.16,0.4972635731132555
A521,0.81,0.5007989743426083
A401,0.53,0.5657163622028887
A522,0.29,0.5293041593761956
A520,0.84,0.5254110707815952
A419,0.61,0.4692675854964911
A417,0.15,0.5135004653462585
A538,0.61,0.4664499939141511
A418,0.51,0.605743167595146
A539,0.51,0.9868911409061372
A415,0.11,0.2689575107404801
A536,0.17,0.4919001428403619
A416,0.59,0.473218607170089
A537,0.43,0.5606754294052712
A413,0.37,0.4855076310742071
A534,0.61,0.5608855469290767
A414,0.0,0.9686502389291924
A535,0.61,0.5306273286929566
A411,0.45,0.5090003624693168
A532,0.02,0.4075009069170197
A412,0.45,0.4369335801552594
A533,0.87,0.7059622593245781
A530,0.66,0.4905659097676041
A410,0.98,0.5624733135312917
A531,0.11,0.5005642672552333
A309,0.32,0.5083905332503159
A307,0.26,0.5184435509701724
A428,0.17,0.5097754392162185
A549,0.77,0.5010458171510315
A308,0.43,0.4825942085047118
A429,0.49,0.5028090924649548
A305,0.75,0.5011733833791483
A426,0.47,0.5031090457552753
A547,0.28,0.4625204915087138
A306,0.07,0.4949930833144796
A427,0.59,0.4775708048124948
A548,0.75,0.5084997422250942
A303,0.64,0.4868352935106001
A424,0.79,0.4902570423782095
A545,0.57,0.4798418430884383
A304,0.11,0.4962340362518607
A425,0.09,0.4982699783196938
A546,0.11,0.4681666957693933
A301,0.13,0.418464591833857
A422,0.62,0.4158475602835472
A543,0.35,0.4734026848291466
A302,0.58,0.4988607829638939
A423,0.47,0.523294070893674
A544,0.37,0.376529575937781
A420,0.91,0.5652038778899643
A541,0.5,0.5531982368493923
A300,0.37,0.4133853397407425
A421,0.23,0.4912980180779187
A542,0.93,0.5246825562564202
A540,0.31,0.4723499341363942
A318,0.53,0.507701182963811
A439,0.49,0.5634888665017032
A319,0.04,0.4861565780223836
A316,0.79,0.4976851403430673
A437,0.57,0.5340175023548979
A558,0.59,0.5368187619891738
A317,0.28,0.4837136025763598
A438,0.42,0.5192460135543029
