ArgName,ArgBasicWeight,FinalWeight
A1319,0.65,0.5097533118342498
A1318,0.28,0.4954972387025112
A1317,0.26,0.4976272683736461
A1312,0.2,0.496576341982785
A1796,0.56,0.5008182766008175
A1311,0.05,0.4955010953915925
A1795,0.12,0.493400284724009
A1310,0.4,0.4985334061647142
A1794,0.99,0.5070231935373094
A1793,0.84,0.5000357733170553
A1316,0.91,0.4984848045648858
A1315,0.29,0.496619904199411
A1799,0.42,0.4979127887273952
A1314,0.04,0.4733240762210226
A1798,0.95,0.5147519648350184
A1313,0.94,0.5004196525290546
A1797,0.04,0.4999944483989829
A1309,0.03,0.4700431185415344
A1308,0.13,0.4866194259067865
A1307,0.07,0.4928430106063138
A1306,0.12,0.4984119961573854
A1301,0.19,0.5241705815998114
A1785,0.88,0.5001571680390541
A1300,0.81,0.5981382632999348
A1784,0.99,0.5020894362912965
A1783,0.89,0.5067287184515674
A1782,0.05,0.5092778474451645
A1305,0.22,0.4998733001807401
A1789,0.42,0.4971486444344394
A1304,0.58,0.501649872685189
A1788,0.57,0.5178947494640638
A1303,0.54,0.5687154634428444
A1787,0.66,0.5018755393517521
A1302,0.45,0.4958372891752031
A1786,0.46,0.4984701839819708
A1792,0.81,0.5004189223052449
A1791,0.15,0.50052354856054
A1790,0.52,0.4863999659131326
A1339,0.96,0.5012236233858907
A1334,0.88,0.5019231801833792
A1333,0.16,0.4983258155466656
A1332,0.47,0.4961973116647045
A1331,0.13,0.4965246161936253
A1338,0.24,0.4986140773508236
A1337,0.06,0.4880013921365722
A1336,0.92,0.4982984763379188
A1335,0.82,0.498929486430667
A1341,0.88,0.5000943496544674
A1340,0.4,0.4992133493501784
A1329,0.31,0.5001770033813548
A1328,0.1,0.49945288856634
A1323,0.04,0.499477302164332
A1322,0.68,0.5018196498711848
A1321,0.77,0.5045278763555151
A1320,0.59,0.5000894021363123
A1327,0.24,0.5033490272557115
A1326,0.15,0.4519649266934704
A1325,0.56,0.5020519066962418
A1324,0.63,0.6562167176663517
A1330,0.71,0.5206046391049938
A1759,0.76,0.5873439015165763
A1758,0.25,0.5024299760723772
A1757,0.26,0.4998813618528689
A1752,0.77,0.5049107700996761
A1751,0.33,0.4999739618556959
A1750,0.37,0.4989462215402575
A1756,0.23,0.4951938133810757
A1755,0.22,0.4987784010469708
A1754,0.67,0.5000710182690962
A1753,0.36,0.4999580409694313
A709,0.3,0.4981545251963364
A1749,0.28,0.4985816056898234
A1748,0.34,0.5019113266556502
A707,0.24,0.5003832347882987
A1747,0.95,0.5029663668682759
A708,0.8,0.5033102377314548
A1746,0.23,0.5038508441705458
A705,0.28,0.501838101950432
A706,0.19,0.4989940292442089
A703,0.47,0.5278696308523624
A704,0.23,0.4955716242547232
A701,0.71,0.5000809072512229
A1741,0.11,0.4999390708011039
A702,0.52,0.4962395429709212
A1740,0.35,0.521266366140387
A700,0.28,0.5007875936804399
A1745,0.63,0.5000524699971136
A1744,0.56,0.5000158397937264
A1743,0.93,0.5135863833824761
A1742,0.61,0.4995025821637923
A718,0.05,0.496382710094763
A719,0.7,0.4984147340922731
A1779,0.49,0.5125051654835058
A716,0.12,0.4994285037890291
A717,0.47,0.500000108121018
A714,0.53,0.4878836098166002
A715,0.52,0.5376723949404643
A712,0.06,0.4421881984456474
A1774,0.81,0.5045808086771253
A713,0.42,0.5013533762498747
A1773,0.71,0.4819053592726758
A710,0.59,0.5001705541903906
A1772,0.19,0.5231072761985819
A711,0.32,0.4984021134617066
A1771,0.43,0.4998281156599005
A1778,0.92,0.5149262033990852
A1777,0.7,0.499747157766083
A1776,0.78,0.5971153028327418
A1775,0.09,0.4859955059591903
A1781,0.16,0.4875138412845384
A1780,0.03,0.4965693250541881
A729,0.1,0.5013208197075263
A1769,0.2,0.5000058115970432
A1768,0.42,0.5037803592348802
A727,0.98,0.5597786845905038
A728,0.57,0.4950523589275133
A725,0.79,0.500613600002236
A726,0.36,0.4945083207942992
A723,0.69,0.5004865355676383
A1763,0.77,0.5397649793833641
A724,0.43,0.5000408718774246
A1762,0.62,0.5013229233220423
A721,0.56,0.5050203758274179
A1761,0.96,0.501128908427261
A722,0.02,0.4693731959578208
A1760,0.42,0.4858755738423581
A1767,0.02,0.4961408016170059
A720,0.8,0.5053212062146021
A1766,0.07,0.499955069565158
A1765,0.95,0.5026086449016818
A1764,0.27,0.5167253015875773
A1770,0.43,0.4946604478331483
A1716,0.28,0.4945245412403377
A1715,0.79,0.4988221281175209
A1714,0.98,0.5569297669369704
A1713,0.86,0.5058218897916744
A738,0.25,0.5060344491159814
A739,0.12,0.4925312387885489
A1719,0.34,0.4834844381521506
A736,0.62,0.4756341972466536
A1718,0.43,0.4929247156687826
A737,0.25,0.4945090213536401
A1717,0.76,0.5062469534492371
A734,0.18,0.50029645973506
A735,0.26,0.4962484998137244
A732,0.17,0.4991336016858407
A733,0.07,0.3809154448447079
A730,0.01,0.495961783294458
A1712,0.12,0.498600452940303
A731,0.39,0.4999217919887537
A1711,0.02,0.49299488543278
A1710,0.01,0.5000104791207566
A1705,0.09,0.4724816155203172
A1704,0.76,0.5443804421897334
A1703,0.54,0.5189701145319733
A1702,0.1,0.4440387116243905
A749,0.71,0.4848669081076934
A1709,0.61,0.5001333301675001
A1708,0.71,0.498243085430803
A747,0.4,0.4956128918784495
A1707,0.7,0.5000493298173772
A748,0.79,0.5001364610786596
A1706,0.46,0.4638269917086135
A745,0.5,0.5043355385759418
A746,0.51,0.5450006072051763
A743,0.12,0.4883477248289818
A744,0.84,0.5047622580244903
A741,0.74,0.4989622199984789
A1701,0.09,0.4995572914951817
A742,0.16,0.4508617752583072
A1700,0.0,0.971099383345444
A740,0.54,0.5088794146366536
A1738,0.24,0.4978388974982992
A1737,0.35,0.4885376204873304
A1736,0.37,0.5088289121654581
A1735,0.83,0.5000170163973171
A758,0.24,0.5018348832866261
A759,0.36,0.4999275864887901
A1739,0.21,0.5019899447418444
A756,0.06,0.4926948313260584
A1730,0.53,0.5035353975069409
A757,0.67,0.4950708815847409
A754,0.29,0.501499204610241
A755,0.19,0.5067523212659533
A752,0.54,0.5000876090515977
A1734,0.71,0.4983140121665272
A753,0.76,0.4981450296472063
A1733,0.35,0.503907199708347
A750,0.38,0.5000002883894452
A1732,0.71,0.5071812553617829
A751,0.12,0.4960846848375814
A1731,0.78,0.551308781193063
A1727,0.41,0.5124057633405925
A1726,0.59,0.49922359469957
A1725,0.23,0.5127227392090812
A1724,0.12,0.4999475667293946
A769,0.53,0.4491776883692125
A1729,0.29,0.497022973912499
A1728,0.55,0.5014948823416293
A767,0.72,0.5112245473151087
A768,0.12,0.5148798556340325
A765,0.3,0.4813587769795203
A766,0.91,0.4999996332883974
A763,0.47,0.5141129811064276
A1723,0.42,0.481714839323933
A764,0.36,0.5013252801758669
A1722,0.8,0.5030224316122962
A761,0.53,0.5081709745397713
A1721,0.62,0.5368383118708806
A762,0.14,0.4995761290306071
A1720,0.32,0.5003840784510521
A760,0.73,0.4837308523398684
A778,0.44,0.5002675391201213
A779,0.2,0.4944159438430471
A776,0.6,0.5021698095625238
A777,0.36,0.5168413320196223
A774,0.55,0.4926240678481332
A775,0.65,0.5001675575774146
A772,0.79,0.690804309019832
A773,0.61,0.5022270807346132
A770,0.29,0.488619471490347
A771,0.37,0.4995819274283072
A309,0.0,0.936481064073595
A307,0.24,0.5000631063389356
A308,0.39,0.4999854101220328
A305,0.87,0.4967997348338807
A789,0.57,0.493833548598777
A306,0.68,0.4954312113619716
A303,0.78,0.5010997114006249
A787,0.18,0.4967383328626275
A304,0.75,0.5234708714149789
A788,0.25,0.4082438558585979
A301,0.41,0.5218590158418808
A785,0.22,0.45116788328348
A302,0.8,0.5231206318615657
A786,0.16,0.5000401086229792
A783,0.67,0.4984567358275507
A300,0.59,0.5187160497230406
A784,0.08,0.5003161494775643
A781,0.73,0.5017495211105023
A782,0.09,0.4923692411063238
A780,0.27,0.5009234282092773
A318,0.63,0.4800237140298837
A319,0.07,0.4716795795201117
A316,0.05,0.4973155087876956
A317,0.16,0.434859617780624
A314,1.0,0.5009744526912826
A798,0.64,0.4989240038328192
A315,0.12,0.4879751173541335
A799,0.91,0.5000792453801187
A312,0.33,0.5009693888659997
A796,0.25,0.500002492454356
A313,0.08,0.4982644948651886
A797,0.26,0.4808648608713924
A310,0.19,0.4732746642573556
A794,0.99,0.4998900449170766
A311,0.83,0.4981636424773625
A795,0.88,0.4998809260598461
A792,0.79,0.5011165159587696
A793,0.76,0.4867950398244857
A790,0.2,0.4936644743753053
A791,0.83,0.4967531828548269
A329,0.39,0.5020806688288351
A327,0.84,0.4799064279541905
A328,0.9,0.5005020343635986
A325,0.99,0.5066893806562505
A326,0.75,0.4914924980135514
A323,0.71,0.5009954255616309
A324,0.76,0.5215210084700941
A321,0.74,0.5013057394021065
A322,0.96,0.5181266547581863
A320,0.25,0.5086365916393714
A338,0.58,0.5085161022514685
A339,0.62,0.4773908521834548
A336,0.39,0.4922706264463278
A337,0.36,0.4899330020150577
A334,0.98,0.5034040701741191
A335,0.21,0.4448594088651352
A332,0.23,0.5029699444519522
A333,0.72,0.495739849562775
A330,0.66,0.5030141375042572
A331,0.97,0.5072555446155471
A349,0.25,0.500485999036837
A347,0.31,0.4974331775176069
A348,0.51,0.485272166576651
A345,0.63,0.5020051367579046
A346,0.58,0.5367640157505366
A343,0.2,0.5000892073403709
A344,0.93,0.4999609854646886
A341,0.51,0.5029591609392283
A342,0.4,0.4987262668667501
A340,0.65,0.5005281212583615
A358,0.24,0.5074016749633145
A359,0.29,0.5003123860255961
A356,0.99,0.5017883444419048
A357,0.2,0.4998190694045881
A354,0.98,0.5015870615629455
A355,0.51,0.5315814271040948
A352,0.9,0.5001528840783972
A353,0.46,0.5262514262055298
A350,0.36,0.4910406953682295
A351,0.33,0.496538654059321
A369,0.02,0.4957084957761768
A367,0.97,0.5161593716025688
A368,0.59,0.4982659663988177
A365,0.95,0.4999998577807859
A366,0.78,0.4891601899845821
A363,0.33,0.4976355120008787
A364,0.42,0.4974627890023154
A361,0.44,0.483315511219747
A362,0.59,0.5035849436117671
A360,0.49,0.4955852767699784
A2169,0.42,0.5049918351986636
A2168,0.1,0.493996504245096
A2167,0.08,0.5013894805258244
A378,0.09,0.4714102519661226
A379,0.46,0.5013434654177638
A376,0.17,0.4766148498860749
A377,0.44,0.4994591327131514
A374,0.09,0.4911212684299587
A2173,0.81,0.5509542027777837
A375,0.05,0.4795836458347156
A2172,0.43,0.4969284980047987
A372,0.21,0.501697024508025
A2171,0.01,0.4871826696210133
A373,0.22,0.4988477680098895
A2170,0.98,0.513823304229397
A370,0.93,0.4990263800346998
A2177,0.81,0.5000728730691685
A371,0.23,0.4948377852411194
A2176,0.61,0.5010366415358656
A2175,0.04,0.4958176873634889
A2174,0.9,0.4992275333877818
A2159,0.8,0.5073280602720065
A2158,0.36,0.5007731051953033
A2157,0.51,0.4991993925436564
A2156,0.22,0.4121600833052302
A389,0.43,0.4999007472722248
A387,0.6,0.4988169677027406
A388,0.31,0.5664407856119026
A385,0.77,0.5060043710865421
A2162,0.4,0.4965600566565733
A386,0.98,0.4998448953212923
A2161,0.25,0.4956614746421676
A383,0.89,0.5275590673965193
A2160,0.06,0.4711679853854832
A384,0.55,0.5037739686490335
A381,0.16,0.4945590547999542
A2166,0.87,0.4919965318183689
A382,0.05,0.4958320537424542
A2165,0.58,0.511944284648525
A2164,0.81,0.501391930936775
A380,0.03,0.4973597101245525
A2163,0.12,0.4993648982934241
A2189,0.87,0.5041197424889392
A398,0.76,0.500631638467249
A399,0.87,0.5015955304311696
A396,0.24,0.500228184378328
A2195,0.79,0.5048530128459705
A397,0.15,0.4936225142459983
A2194,0.99,0.5310900959157995
A394,0.82,0.501435601749623
A2193,0.52,0.500133273149961
A395,0.52,0.4976408337963682
A2192,0.35,0.5012013147545341
A392,0.16,0.4934464260660424
A2199,0.1,0.5110826360275258
A393,0.52,0.531160550840045
A2198,0.51,0.5019263538990627
A390,0.83,0.4999992519068689
A2197,0.98,0.6297787970779227
A391,0.53,0.5138571186168956
A2196,0.81,0.5001387496522179
A2191,0.05,0.4985175240276502
A2190,0.75,0.5109638156996853
A2179,0.13,0.499753356617679
A2178,0.25,0.4989967905979538
A2184,0.24,0.494001718969964
A2183,0.32,0.5004494486953728
A2182,0.86,0.500000218035175
A2181,0.25,0.4841452365406617
A2188,0.03,0.4693033417760509
A2187,0.23,0.4773284109625985
A2186,0.49,0.4996438327140849
A2185,0.82,0.4999997516322321
A2180,0.61,0.4980524393265603
A1279,0.74,0.5006735725829793
A2126,0.87,0.5015535769307369
A1278,0.47,0.5033942512126898
A2125,0.53,0.5081004873999145
A1277,0.47,0.4988702996612575
A2124,0.16,0.5090816239418562
A1276,0.54,0.4960742392841913
A2123,0.94,0.4965627545142913
A2129,0.13,0.4875388132818068
A2128,0.46,0.4862316706244993
A2127,0.63,0.5170488920920122
A1282,0.06,0.4999260228158137
A1281,0.11,0.4440881514103129
A1280,0.22,0.4976052139730606
A1286,0.26,0.5019126669076776
A2133,0.64,0.4943762434304815
A1285,0.31,0.5025115365170114
A2132,0.08,0.4987708952469952
A1284,0.43,0.4951552951241986
A2131,0.38,0.4838499492015883
A1283,0.6,0.5002345567088268
A2130,0.28,0.50031113533908
A1268,0.92,0.4993975282781906
A2115,0.51,0.4699234963465005
A1267,0.26,0.4999917164788968
A2114,0.27,0.5044712364749016
A1266,0.73,0.4996568585055404
A2113,0.41,0.490014011046931
A1265,0.22,0.4999808418391742
A2112,0.02,0.4961400422758203
A2119,0.43,0.5041265628978331
A2118,0.46,0.4999941107713639
A2117,0.68,0.5000857902470203
A1269,0.44,0.4982321281293393
A2116,0.67,0.4933340007730625
A1271,0.94,0.4997769593545949
A1270,0.72,0.4988825743904832
A1275,0.82,0.4974293440085691
A2122,0.54,0.5007325374037508
A1274,1.0,0.533235637335603
A2121,0.88,0.5057584100431421
A1273,0.38,0.491669832042903
A2120,0.94,0.5073279546710528
A1272,0.93,0.5071505716259503
A2148,0.38,0.5130333679194718
A2147,0.53,0.4866938121068294
A1299,0.87,0.5153601990037271
A2146,0.84,0.5069540445743577
A1298,0.33,0.4947250997229881
A2145,0.23,0.4986752957498886
A2149,0.88,0.5003683377324316
A2151,0.54,0.5058574568514568
A2150,0.97,0.499732866700851
A2155,0.3,0.5175882420772018
A2154,0.37,0.4999954386865956
A2153,0.05,0.3813883686054552
A2152,0.32,0.4988778492343471
A2137,0.39,0.4823410369482007
A1289,0.67,0.4939524844714349
A2136,0.93,0.5133238890008927
A1288,0.55,0.5002796435622605
A2135,0.68,0.5024223769099653
A1287,0.89,0.5002642004722464
A2134,0.85,0.4991007022045695
A2139,0.28,0.5000093372980624
A2138,0.52,0.5082086471297561
A1293,0.41,0.5129739426644151
A2140,0.3,0.4749479855363155
A1292,0.77,0.506106649367682
A1291,0.71,0.4997315314522882
A1290,0.3,0.4901521240678148
A1297,0.53,0.5039795111137731
A2144,0.79,0.5000118476725544
A1296,0.46,0.50383147451442
A2143,0.97,0.4999972696944694
A1295,0.48,0.4976461173860529
A2142,0.57,0.4942377883822393
A1294,0.48,0.4688517445783851
A2141,0.13,0.4771190833858389
A1235,0.46,0.5058236406791821
A1234,0.68,0.5024495481055631
A1233,0.74,0.5000001264567262
A1232,0.37,0.4950083871675168
A1239,0.1,0.4915635473474607
A1238,0.34,0.4994830533500997
A1237,0.77,0.5000062281294974
A1236,0.49,0.499913244583737
A1242,0.59,0.5160413488772543
A1241,0.99,0.5000814741212487
A1240,0.69,0.5002372479445133
A1229,0.0,0.9999892036245368
A1224,0.02,0.4966012372626505
A1223,0.61,0.5000518569040641
A1222,0.11,0.4962892571869594
A1221,0.14,0.500028902704581
A1228,0.12,0.4705349084847658
A1227,0.44,0.4913758671307453
A1226,0.9,0.5147460535893105
A1225,0.02,0.4998900920103292
A1231,0.64,0.5000173034201507
A1230,0.41,0.4950010464061579
A2109,0.3,0.5008408389946685
A1257,0.28,0.4950519254250783
A2104,0.55,0.5001213744595288
A1256,0.85,0.5028366588176806
A2103,0.03,0.4942724249294246
A1255,0.51,0.5018137019109781
A2102,0.98,0.5140790685787983
A1254,0.49,0.5005419433067835
A2101,0.87,0.505274267314243
A2108,0.93,0.5288013931426064
A2107,0.7,0.4991746745639449
A1259,0.74,0.5035062771474917
A2106,0.3,0.4890303792508067
A1258,0.14,0.4413499288903436
A2105,0.21,0.4501562937125395
A1260,0.25,0.498617842400567
A1264,0.79,0.5486936782085027
A2111,0.39,0.4970094586432008
A1263,0.24,0.4988137327029514
A2110,0.73,0.510828548763961
A1262,0.33,0.504411032348687
A1261,0.83,0.500305640147017
A1246,0.2,0.503597652793014
A1245,0.34,0.499760647976252
A1244,0.79,0.5001469671701543
A1243,0.33,0.4981408239248153
A1249,0.01,0.4981872775966539
A1248,0.02,0.4922048337424879
A1247,0.75,0.4922738346505604
A1253,0.47,0.4992986543872239
A2100,0.2,0.5018392714347883
A1252,0.12,0.5018226426682553
A1251,0.23,0.4976383306858407
A1250,0.08,0.4383893695959095
A1439,0.91,0.5569648643574682
A1438,0.79,0.5057495386974714
A1433,0.31,0.4999995688951533
A1432,0.96,0.5644286760808305
A1431,0.87,0.5514133589703867
A1430,0.28,0.4907462543023211
A1437,0.73,0.489431898163626
A1436,1.0,0.5021508019990809
A1435,0.42,0.4988428897378354
A1434,0.46,0.512166664568208
A1440,0.3,0.4975960330390148
A1429,0.44,0.5059510336376087
A1428,0.68,0.5063527452193719
A1427,0.77,0.5004489182325021
A1422,0.21,0.4970420916357648
A1421,0.47,0.4983646189088622
A1420,0.99,0.5000005107295713
A1426,0.45,0.4999419750021899
A1425,0.05,0.4997880477873425
A1424,0.55,0.4922210599120603
A1423,0.85,0.5028813562017265
A2309,0.06,0.4993679988412556
A2308,0.04,0.4998768286892192
A2307,0.92,0.4899314969405701
A1455,0.49,0.5033878465362889
A2302,0.8,0.5018157234278227
A1454,0.61,0.5012439507847213
A2301,0.49,0.4986438034582698
A1453,0.78,0.5061814827064316
A2300,0.65,0.4986892458099073
A1452,0.28,0.4973650197963897
A1459,0.75,0.4994834302126874
A2306,0.91,0.4990712863677893
A1458,0.13,0.4965410982315363
A2305,0.59,0.5030872014094339
A1457,0.71,0.5120409162667017
A2304,0.78,0.5028943596264471
A1456,0.1,0.5004373421178063
A2303,0.69,0.4983051950483781
A1462,0.2,0.4859310523787191
A1461,0.27,0.4774464927976953
A1460,0.25,0.4943524813694802
A808,0.36,0.4990173553872963
A809,0.27,0.5036157299539623
A806,0.34,0.504909974011785
A807,0.03,0.4713666194443781
A1449,0.95,0.4999248958563612
A804,0.13,0.4991051358655791
A805,0.43,0.5182081400830181
A802,0.37,0.4827705552859747
A803,0.5,0.4925406454500955
A800,0.52,0.4963859879370272
A1444,0.13,0.5000391351301562
A801,0.63,0.4785736792377077
A1443,0.22,0.4961287492959835
A1442,0.69,0.4996958175168352
A1441,0.12,0.4933735489760075
A1448,0.57,0.4460208208512876
A1447,0.9,0.501337283323639
A1446,0.11,0.5011337502707849
A1445,0.67,0.5010766504544903
A1451,1.0,0.5027382266055553
A1450,0.41,0.5016083900665451
A819,0.45,0.5043832460238541
A817,0.92,0.5070280849748923
A1879,0.21,0.5006678259106205
A818,0.1,0.4991138687543477
A1878,0.07,0.4999998689569564
A815,0.9,0.4970869028171347
A816,0.82,0.4889039919003846
A813,0.52,0.4914578342568825
A814,0.71,0.5050958515813787
A811,0.71,0.4913212958742123
A1873,0.07,0.4921876102495194
A812,0.55,0.5021200286994397
A1872,0.38,0.5110299527006648
A1871,0.9,0.4985208446385614
A810,0.02,0.4936951784237389
A1870,0.0,0.9980061123332892
A1877,0.71,0.4915075448353361
A1876,0.96,0.533527995235782
A1875,0.57,0.4468234929308632
A1874,0.31,0.4950859683903854
A1880,0.23,0.5001854420256483
A1869,0.04,0.4405145756165206
A828,0.55,0.5088955532077982
A1868,0.7,0.5024435415470488
A829,0.74,0.5034824182720258
A1867,0.5,0.497801836837392
A826,0.67,0.5043884135966336
A827,0.99,0.515380559105532
A824,0.63,0.4958491084978139
A825,0.06,0.4961728850995501
A822,0.05,0.4671493835116417
A1862,0.17,0.4920977532365074
A823,0.17,0.5000704448956734
A1861,0.76,0.5059888900399511
A820,0.87,0.5128343146484616
A1860,0.06,0.4736616528188031
A821,0.79,0.4881459336221183
A1866,0.43,0.4999042102403495
A1865,0.12,0.3907952686069961
A1864,0.72,0.4958935249785958
A1863,0.88,0.5550338644120734
A1419,0.04,0.4997656225854696
A1418,0.11,0.4724107433954092
A839,0.27,0.4901759467236665
A1417,0.21,0.5003816408290517
A1416,0.88,0.4997309892328538
A837,0.1,0.4958122198704739
A838,0.51,0.4970565103901949
A835,0.35,0.4898923695210815
A836,0.84,0.4970503729689117
A833,0.6,0.5351084592327194
A1411,0.16,0.4934914812307194
A1895,0.8,0.5050738100058868
A834,0.07,0.4922980946899451
A1410,0.4,0.4995877150572427
A1894,0.1,0.4940591528675503
A831,0.16,0.4744561433744632
A1893,0.03,0.4388848455065707
A832,0.38,0.5000039177989728
A1892,0.2,0.492552191512016
A1415,0.76,0.4995964813737996
A1899,0.93,0.5018139270530684
A830,0.16,0.4985673661994767
A1414,0.37,0.4925432828558481
A1898,0.61,0.5074144802134157
A1413,0.73,0.5088119377244359
A1897,0.79,0.5121340697852376
A1412,0.31,0.4731816466891005
A1896,0.06,0.499032934701321
