ArgName,ArgBasicWeight,FinalWeight
A1319,0.52,0.5280169703720968
A1318,0.62,0.5007577382671022
A1317,0.1,0.4889559036239093
A1312,0.81,0.4997408868724252
A1311,0.18,0.4829331653472803
A1310,0.05,0.5002892969191196
A1316,0.0,0.9925514932517516
A1315,0.19,0.5028477147449519
A1314,0.82,0.4942725703397452
A1313,0.14,0.4458467204465076
A907,0.85,0.5168765655310872
A1309,0.56,0.3849166342819552
A908,0.6,0.4429709572769757
A1308,0.02,0.4392443394338652
A905,0.37,0.4883214276455045
A1307,0.83,0.5083536793964374
A906,0.28,0.4861946063496655
A1306,0.81,0.550293319185419
A903,0.59,0.4661354191379779
A904,0.77,0.4963325611882888
A901,0.76,0.505771084329997
A902,0.64,0.4877651694431724
A1301,0.63,0.5172503192089558
A900,0.58,0.5067909871966157
A1300,0.17,0.4947802095361562
A1305,0.09,0.5016205817509264
A1304,0.09,0.4745803335144407
A0,0.49,0.6229724998335788
A1303,0.79,0.5004041083825942
A1,0.97,0.5279339104540529
A1302,0.68,0.5174138645711076
A2,0.69,0.5000638846036206
A3,0.18,0.3973902782768055
A4,0.63,0.4997804049460922
A5,0.13,0.4955920954755955
A6,0.23,0.4105934091763198
A7,0.14,0.4927805656201133
A8,0.6,0.4948355354577555
A9,0.03,0.4374917343111621
A918,0.87,0.570203292254968
A919,0.63,0.4609896746836281
A916,0.32,0.4940627797491161
A917,0.11,0.4485618905811645
A1339,0.76,0.5113124240931419
A914,0.35,0.4729192765942921
A915,0.03,0.3751957935201021
A912,0.5,0.4843441752857564
A913,0.16,0.4480622057889762
A910,0.65,0.4807518191633604
A1334,0.66,0.4995897076838098
A911,0.29,0.5021880624356122
A1333,0.1,0.4920956720439323
A1332,0.63,0.5703415411428908
A1331,0.8,0.5454703995242527
A1338,0.23,0.4954266375572798
A1337,0.22,0.5024095223213181
A1336,0.65,0.5045216982194943
A1335,0.99,0.4998092382126641
A1341,0.24,0.4883694241340084
A1340,0.85,0.5228810754765658
A909,0.91,0.5075466808212071
A929,0.05,0.49971901200884
A927,0.6,0.6395300156431352
A1329,0.71,0.4868277182223827
A928,0.92,0.5065578211881214
A1328,0.29,0.5000370785763508
A925,0.04,0.5002343322317835
A926,0.55,0.5035892449635351
A923,0.82,0.4905921977666534
A924,0.0,0.9982506879968815
A921,0.53,0.5004542910237642
A1323,0.81,0.5212400326448441
A922,0.3,0.5026967099496608
A1322,0.56,0.487486644373292
A1321,0.93,0.5255110002985452
A920,0.42,0.5689427136304952
A1320,0.78,0.5675486968340924
A1327,0.94,0.4986158898686459
A1326,0.98,0.5012128377777244
A1325,0.76,0.5025469696058097
A1324,0.47,0.4987432683048885
A1330,0.89,0.5134319155618261
A938,0.24,0.4614659529783306
A939,0.72,0.4977839130129046
A936,0.08,0.4910268001805801
A937,0.96,0.5078853733197307
A934,0.34,0.50209876982709
A935,0.02,0.3799042657302988
A932,0.14,0.4978928246887856
A933,0.32,0.4876304414114589
A930,0.42,0.4919347314395232
A931,0.13,0.4589160625110826
A709,0.83,0.5061828079088104
A707,0.69,0.4918166408681906
A949,0.46,0.557516368648863
A708,0.22,0.4947287165291614
A705,0.96,0.5018788217495757
A947,0.73,0.5916747213192494
A706,0.42,0.5484124559353346
A948,0.43,0.554286849522369
A703,0.14,0.5050028093980573
A945,0.6,0.4836367462211554
A704,0.19,0.5026663946491196
A946,0.52,0.4971933805098813
A701,0.93,0.5006129483632956
A943,0.79,0.9741380864553488
A702,0.96,0.507299185452922
A944,0.01,0.499936646471154
A941,0.29,0.486982898317632
A700,0.55,0.4742820394316084
A942,0.8,0.4983055940222293
A940,0.8,0.4968067948204036
A718,0.29,0.4110969133277003
A719,0.62,0.5091459200579324
A716,0.13,0.4917559816602472
A958,0.64,0.50082407001248
A717,0.29,0.5000031232948889
A959,0.73,0.5724231841494928
A714,0.9,0.5079841188819892
A956,0.76,0.501833601382714
A715,0.82,0.5117548006316219
A957,0.35,0.4942050591930297
A712,0.85,0.512443200438544
A954,0.41,0.4964895718104982
A713,0.85,0.502313201579651
A955,0.61,0.5348678822106175
A710,0.81,0.604749327374547
A952,0.55,0.4945557550814519
A711,0.93,0.514772183624529
A953,0.57,0.5012767314078558
A950,0.04,0.499788947646562
A951,0.03,0.4994203409212025
A729,0.33,0.4964895666839313
A727,0.27,0.4990260710780931
A969,0.41,0.481825916660298
A728,0.87,0.4800275697070469
A725,0.22,0.5610757319846116
A967,0.63,0.5123926562034928
A726,0.59,0.4829384434417667
A968,0.38,0.4805252852140917
A723,0.94,0.5119324826296238
A965,0.52,0.5576240704099158
A724,0.79,0.5010075942653159
A966,0.75,0.5448328724121225
A721,0.67,0.4862225395826668
A963,0.89,0.5225500080153307
A722,0.68,0.5025396506480396
A964,0.67,0.5113124462448323
A961,0.16,0.490886279676217
A720,0.66,0.5116855762250515
A962,0.46,0.4950014415592665
A960,0.54,0.5631476212256995
A738,0.48,0.4966914530635893
A739,0.0,0.9975379288979336
A736,0.3,0.4918601455333437
A978,0.41,0.4927457983649694
A737,0.48,0.5000583908648134
A979,0.12,0.4987884803110202
A734,0.52,0.5234915170425506
A976,0.38,0.5035950038371549
A735,0.58,0.5146429046871844
A977,0.74,0.5218336446803931
A732,0.46,0.5119905742938761
A974,0.12,0.4945475331812194
A733,0.17,0.4533658697927336
A975,0.2,0.5047946296112092
A730,0.02,0.4701749525112123
A972,0.23,0.4905140867284711
A731,0.73,0.5806128466332178
A973,0.16,0.4878035641735122
A970,0.39,0.485979717500796
A971,0.88,0.5009965949124949
A509,0.49,0.4992706149570194
A507,0.51,0.4999288136418233
A749,0.57,0.5096173147482234
A508,0.05,0.4679123994613121
A505,0.87,0.5493364944084282
A747,0.56,0.5048676704384916
A989,0.99,0.5010962541333391
A506,0.84,0.5918869870077884
A748,0.65,0.4997924725908952
A503,0.94,0.506992702348114
A745,0.82,0.5507730923852908
A987,0.29,0.4999697213927497
A504,0.68,0.5058347489927859
A746,0.41,0.5100246961271704
A988,0.98,0.5351670500543619
A501,0.58,0.5028400722250271
A743,0.01,0.4969830184229011
A985,0.12,0.4889252400105197
A502,0.26,0.4909699195341804
A744,0.87,0.5284707121162582
A986,0.87,0.5032024334544499
A741,0.5,0.514874424544314
