Entailment,Arg1,Arg2
sup,A1,A2
sup,A3,A4
sup,A5,A6
sup,A7,A8
sup,A9,A10
sup,A11,A12
sup,A12,A13
sup,A13,A14
sup,A14,A15
sup,A15,A16
sup,A16,A17
sup,A18,A19
sup,A19,A20
sup,A21,A22
sup,A22,A23
sup,A25,A26
sup,A27,A28
sup,A28,A29
sup,A29,A30
sup,A30,A31
sup,A33,A34
sup,A34,A35
sup,A67,A68
sup,A70,A71
sup,A72,A73
sup,A73,A74
sup,A74,A75
sup,A75,A76
sup,A77,A78
sup,A79,A80
sup,A81,A82
sup,A83,A84
sup,A84,A85
sup,A85,A86
sup,A86,A87
sup,A87,A88
sup,A88,A89
sup,A89,A90
sup,A90,A91
sup,A94,A95
sup,A95,A96
sup,A96,A97
sup,A97,A98
sup,A101,A102
sup,A105,A106
sup,A106,A107
sup,A108,A109
sup,A109,A110
sup,A111,A112
sup,A113,A114
sup,A114,A115
sup,A117,A118
sup,A118,A119
sup,A120,A121
sup,A122,A123
sup,A123,A124
sup,A124,A125
sup,A129,A130
sup,A130,A131
sup,A131,A99
sup,A132,A133
sup,A133,A134
sup,A134,A135
sup,A135,A136
sup,A136,A137
sup,A137,A138
sup,A138,A139
sup,A139,A140
sup,A140,A141
sup,A141,A142
sup,A142,A143
sup,A143,A144
sup,A144,A145
sup,A145,A146
sup,A146,A147
sup,A147,A148
sup,A148,A149
sup,A149,A150
sup,A150,A151
sup,A151,A152
sup,A152,A153
sup,A153,A132
sup,A197,A198
sup,A198,A199
sup,A202,A203
sup,A203,A204
sup,A204,A205
sup,A205,A206
sup,A206,A207
sup,A207,A208
sup,A209,A210
sup,A210,A211
sup,A212,A213
sup,A213,A214
sup,A215,A216
sup,A216,A217
sup,A218,A219
sup,A219,A220
sup,A222,A223
sup,A223,A224
sup,A224,A225
sup,A225,A226
sup,A231,A232
sup,A232,A233
sup,A234,A235
sup,A237,A238
sup,A238,A239
sup,A240,A230
sup,A246,A247
sup,A247,A241
sup,A248,A249
sup,A249,A250
sup,A250,A251
sup,A251,A252
sup,A252,A253
sup,A253,A254
sup,A254,A255
sup,A255,A256
sup,A256,A257
sup,A257,A258
sup,A258,A259
sup,A259,A260
sup,A260,A261
sup,A261,A262
sup,A262,A263
sup,A263,A264
sup,A264,A265
sup,A265,A266
sup,A266,A267
sup,A267,A268
sup,A268,A269
sup,A269,A248
sup,A270,A271
sup,A271,A272
sup,A272,A273
sup,A273,A274
sup,A275,A276
sup,A276,A277
sup,A277,A278
