Entailment,Arg1,Arg2
sup,A7,A8
sup,A9,A10
sup,A10,A4
sup,A15,A16
sup,A16,A17
sup,A17,A18
sup,A18,A19
sup,A19,A20
sup,A20,A21
sup,A21,A22
sup,A22,A15
sup,A23,A24
sup,A24,A25
sup,A26,A27
sup,A27,A28
sup,A31,A23
sup,A52,A53
sup,A53,A54
sup,A54,A55
sup,A55,A56
sup,A56,A52
sup,A57,A58
sup,A58,A59
sup,A59,A60
sup,A60,A61
sup,A61,A62
sup,A64,A65
sup,A66,A67
sup,A67,A68
sup,A68,A69
sup,A69,A70
sup,A70,A71
sup,A71,A66
sup,A72,A73
sup,A73,A74
sup,A74,A75
sup,A75,A76
sup,A76,A77
sup,A77,A78
sup,A78,A72
sup,A80,A81
sup,A81,A82
sup,A82,A83
sup,A83,A84
sup,A84,A79
sup,A86,A87
sup,A88,A89
sup,A89,A90
sup,A91,A92
sup,A92,A93
sup,A93,A85
sup,A3,A4
sup,A10,A11
sup,A14,A15
sup,A38,A39
sup,A46,A47
sup,A51,A52
sup,A71,A72
sup,A93,A94
sup,A99,A50
sup,A1,A13
sup,A1,A86
sup,A2,A75
sup,A2,A88
sup,A2,A66
sup,A2,A30
sup,A2,A46
sup,A3,A93
sup,A3,A61
sup,A3,A89
sup,A3,A91
sup,A3,A86
sup,A3,A66
sup,A3,A17
sup,A3,A68
sup,A6,A51
sup,A10,A2
sup,A10,A83
sup,A10,A26
sup,A10,A95
sup,A10,A85
sup,A10,A65
sup,A12,A25
sup,A12,A93
sup,A12,A72
sup,A12,A54
sup,A13,A73
sup,A13,A1
sup,A13,A82
sup,A13,A30
sup,A14,A30
sup,A15,A78
sup,A15,A61
sup,A15,A21
sup,A15,A60
sup,A15,A80
sup,A18,A42
sup,A18,A93
sup,A19,A77
sup,A19,A35
sup,A20,A41
sup,A20,A35
sup,A20,A97
sup,A20,A87
sup,A20,A88
sup,A20,A26
sup,A23,A20
sup,A23,A26
sup,A24,A43
sup,A25,A16
sup,A25,A6
