Entailment,Arg1,Arg2
sup,A0,A1
sup,A1,A2
sup,A2,A3
sup,A3,A4
sup,A4,A5
sup,A5,A6
sup,A6,A7
sup,A7,A8
sup,A8,A9
sup,A9,A10
sup,A10,A11
sup,A11,A12
sup,A12,A13
sup,A13,A14
sup,A14,A15
sup,A15,A16
sup,A16,A17
sup,A17,A0
sup,A22,A23
sup,A23,A24
sup,A25,A26
sup,A28,A29
sup,A29,A30
sup,A33,A34
sup,A40,A41
sup,A41,A42
sup,A43,A44
sup,A44,A45
sup,A49,A21
sup,A50,A51
sup,A51,A52
sup,A52,A53
sup,A53,A54
sup,A54,A55
sup,A55,A56
sup,A56,A57
sup,A57,A58
sup,A58,A59
sup,A59,A60
sup,A60,A61
sup,A61,A62
sup,A62,A63
sup,A63,A64
sup,A64,A65
sup,A65,A66
sup,A66,A67
sup,A67,A68
sup,A68,A69
sup,A69,A70
sup,A70,A71
sup,A71,A72
sup,A72,A73
sup,A73,A50
sup,A90,A91
sup,A91,A92
sup,A93,A94
sup,A94,A95
sup,A96,A97
sup,A97,A98
sup,A99,A100
sup,A101,A102
sup,A103,A104
sup,A104,A105
sup,A105,A106
sup,A107,A89
sup,A138,A139
sup,A140,A141
sup,A141,A142
sup,A143,A144
sup,A144,A145
sup,A145,A146
sup,A147,A148
sup,A150,A151
sup,A153,A154
sup,A154,A155
sup,A155,A156
sup,A156,A157
sup,A157,A158
sup,A158,A159
sup,A159,A160
sup,A160,A161
sup,A161,A162
sup,A162,A163
sup,A163,A164
sup,A164,A165
sup,A165,A166
sup,A166,A167
sup,A167,A168
sup,A168,A169
sup,A169,A170
sup,A170,A171
sup,A171,A172
sup,A172,A173
sup,A173,A174
sup,A174,A175
sup,A175,A153
sup,A187,A188
sup,A188,A189
sup,A190,A191
sup,A192,A193
sup,A194,A195
sup,A200,A201
sup,A202,A203
sup,A203,A204
sup,A205,A206
sup,A212,A213
sup,A213,A214
sup,A214,A215
sup,A215,A216
sup,A216,A217
sup,A218,A219
sup,A219,A220
sup,A220,A221
sup,A223,A224
sup,A224,A225
