Entailment,Arg1,Arg2
sup,A0,A1
sup,A1,A2
sup,A2,A3
sup,A3,A0
sup,A12,A13
sup,A13,A14
sup,A14,A15
sup,A15,A12
sup,A16,A17
sup,A17,A18
sup,A18,A19
sup,A19,A20
sup,A20,A21
sup,A21,A16
sup,A22,A23
sup,A23,A24
sup,A24,A25
sup,A25,A26
sup,A26,A27
sup,A27,A28
sup,A28,A29
sup,A29,A30
sup,A30,A22
sup,A31,A32
sup,A33,A34
sup,A34,A35
sup,A37,A38
sup,A40,A41
sup,A42,A43
sup,A48,A49
sup,A49,A50
sup,A52,A53
sup,A53,A54
sup,A54,A55
sup,A55,A47
sup,A63,A64
sup,A66,A67
sup,A68,A69
sup,A70,A71
sup,A71,A72
sup,A72,A73
sup,A74,A68
sup,A76,A77
sup,A77,A78
sup,A78,A79
sup,A80,A81
sup,A82,A83
sup,A83,A84
sup,A88,A89
sup,A90,A91
sup,A91,A85
sup,A96,A97
sup,A97,A98
sup,A98,A99
sup,A99,A95
sup,A3,A4
sup,A11,A12
sup,A15,A16
sup,A21,A22
sup,A43,A44
sup,A46,A47
sup,A61,A62
sup,A79,A80
sup,A91,A92
sup,A0,A90
sup,A0,A86
sup,A0,A93
sup,A1,A28
sup,A1,A95
sup,A2,A39
sup,A2,A66
sup,A3,A59
sup,A3,A16
sup,A4,A12
sup,A5,A39
sup,A5,A45
sup,A5,A99
sup,A8,A42
sup,A8,A75
sup,A8,A67
sup,A8,A63
sup,A9,A78
sup,A9,A45
sup,A9,A1
sup,A22,A62
sup,A22,A73
sup,A22,A88
sup,A22,A0
sup,A25,A89
sup,A26,A0
sup,A27,A84
sup,A27,A52
sup,A27,A80
sup,A27,A77
sup,A28,A89
sup,A28,A67
sup,A28,A52
sup,A29,A70
sup,A29,A29
sup,A29,A90
sup,A32,A29
sup,A32,A50
sup,A32,A80
sup,A36,A36
sup,A36,A60
sup,A39,A0
sup,A39,A77
sup,A39,A20
sup,A39,A21
sup,A40,A19
sup,A40,A60
sup,A40,A31
sup,A40,A98
sup,A40,A27
sup,A41,A24
