Entailment,Arg1,Arg2
sup,A24,A25
sup,A25,A26
sup,A26,A27
sup,A27,A28
sup,A28,A29
sup,A29,A24
sup,A42,A43
sup,A43,A44
sup,A44,A45
sup,A45,A46
sup,A46,A47
sup,A47,A48
sup,A48,A49
sup,A49,A42
sup,A50,A51
sup,A51,A52
sup,A52,A53
sup,A53,A54
sup,A54,A50
sup,A55,A56
sup,A56,A57
sup,A57,A58
sup,A58,A59
sup,A62,A55
sup,A63,A64
sup,A64,A65
sup,A65,A66
sup,A66,A67
sup,A67,A68
sup,A68,A69
sup,A69,A70
sup,A70,A71
sup,A71,A72
sup,A72,A73
sup,A73,A74
sup,A74,A63
sup,A75,A76
sup,A76,A77
sup,A77,A78
sup,A78,A79
sup,A83,A84
sup,A85,A86
sup,A88,A89
sup,A89,A90
sup,A90,A91
sup,A91,A92
sup,A92,A93
sup,A93,A94
sup,A97,A98
sup,A98,A99
sup,A99,A100
sup,A132,A133
sup,A133,A134
sup,A134,A135
sup,A135,A136
sup,A136,A137
sup,A137,A138
sup,A138,A139
sup,A139,A132
sup,A140,A141
sup,A142,A143
sup,A143,A144
sup,A144,A145
sup,A145,A146
sup,A146,A147
sup,A148,A140
sup,A149,A150
sup,A150,A151
sup,A152,A153
sup,A155,A156
sup,A156,A157
sup,A157,A158
sup,A158,A159
sup,A160,A161
sup,A161,A162
sup,A162,A163
sup,A163,A164
sup,A164,A165
sup,A165,A166
sup,A166,A167
sup,A167,A168
sup,A168,A160
sup,A169,A170
sup,A170,A171
sup,A171,A172
sup,A172,A173
sup,A173,A174
sup,A174,A169
sup,A175,A176
sup,A176,A177
sup,A178,A175
sup,A187,A188
sup,A188,A189
sup,A189,A190
sup,A190,A187
sup,A10,A11
sup,A41,A42
sup,A54,A55
sup,A62,A63
sup,A103,A104
sup,A116,A117
sup,A122,A123
sup,A131,A132
sup,A159,A160
sup,A178,A179
sup,A0,A189
sup,A0,A91
sup,A0,A120
sup,A0,A86
sup,A2,A176
sup,A3,A48
sup,A3,A94
sup,A3,A157
sup,A6,A115
sup,A6,A117
sup,A6,A88
sup,A11,A97
sup,A11,A129
sup,A12,A170
sup,A13,A188
sup,A13,A52
sup,A13,A12
sup,A13,A15
sup,A13,A65
sup,A13,A122
sup,A14,A54
sup,A15,A4
sup,A15,A116
sup,A16,A110
sup,A17,A195
sup,A17,A42
sup,A17,A192
sup,A17,A6
sup,A17,A190
sup,A21,A104
sup,A21,A18
sup,A21,A137
sup,A22,A175
sup,A22,A114
sup,A23,A2
sup,A23,A79
sup,A23,A172
sup,A24,A103
sup,A24,A43
sup,A24,A153
sup,A26,A199
sup,A29,A63
sup,A29,A128
sup,A29,A185
sup,A31,A195
sup,A31,A133
sup,A31,A39
sup,A31,A135
sup,A31,A6
sup,A32,A177
sup,A34,A12
sup,A34,A97
sup,A35,A66
sup,A36,A132
sup,A36,A47
sup,A36,A117
sup,A36,A67
sup,A36,A155
sup,A39,A51
sup,A39,A116
sup,A39,A68
sup,A39,A18
sup,A41,A20
sup,A41,A164
sup,A41,A101
sup,A41,A49
sup,A41,A76
sup,A41,A130
sup,A41,A51
sup,A42,A187
sup,A42,A109
sup,A44,A68
sup,A45,A32
sup,A45,A127
sup,A45,A83
sup,A45,A15
sup,A45,A111
sup,A45,A8
sup,A45,A79
sup,A48,A6
sup,A48,A128
sup,A49,A140
sup,A49,A130
sup,A54,A159
sup,A54,A138
sup,A55,A190
sup,A55,A111
sup,A55,A90
sup,A55,A130
sup,A55,A64
sup,A57,A173
sup,A58,A44
sup,A58,A40
sup,A58,A7
sup,A58,A54
sup,A58,A6
sup,A58,A126
sup,A59,A4
sup,A59,A15
sup,A59,A135
sup,A59,A100
sup,A62,A136
sup,A62,A36
sup,A63,A176
sup,A63,A102
sup,A63,A85
sup,A65,A47
sup,A65,A56
sup,A65,A161
sup,A65,A119
sup,A65,A131
sup,A65,A81
sup,A65,A171
sup,A65,A136
sup,A67,A6
sup,A67,A189
sup,A67,A24
sup,A69,A77
sup,A69,A2
sup,A69,A162
sup,A69,A45
sup,A69,A187
sup,A69,A164
sup,A69,A154
sup,A69,A69
sup,A72,A105
sup,A72,A26
sup,A72,A86
sup,A74,A135
sup,A74,A145
sup,A74,A111
sup,A74,A6
sup,A74,A61
sup,A74,A98
sup,A76,A7
sup,A77,A94
sup,A77,A12
sup,A77,A177
sup,A77,A80
sup,A78,A100
sup,A78,A103
sup,A78,A10
sup,A80,A53
sup,A80,A147
sup,A80,A155
sup,A82,A187
sup,A82,A43
sup,A82,A155
sup,A82,A94
sup,A82,A27
sup,A82,A88
sup,A83,A111
sup,A83,A155
sup,A86,A91
sup,A86,A123
sup,A89,A155
sup,A89,A163
sup,A89,A164
sup,A89,A35
sup,A90,A168
sup,A90,A138
sup,A90,A80
sup,A90,A74
sup,A90,A116
sup,A90,A56
sup,A92,A48
sup,A92,A106
sup,A92,A140
sup,A92,A16
sup,A92,A88
sup,A92,A166
sup,A93,A112
sup,A96,A161
sup,A96,A11
sup,A96,A155
sup,A96,A17
sup,A96,A39
sup,A96,A63
sup,A98,A88
sup,A98,A113
sup,A98,A160
sup,A98,A31
sup,A98,A5
sup,A99,A199
sup,A99,A170
sup,A99,A108
sup,A99,A82
sup,A100,A135
sup,A100,A115
sup,A100,A34
sup,A100,A106
sup,A101,A91
sup,A101,A46
sup,A101,A61
sup,A101,A82
sup,A101,A197
sup,A101,A199
sup,A104,A85
sup,A104,A88
sup,A104,A40
sup,A104,A109
sup,A104,A97
sup,A104,A59
sup,A104,A108
sup,A104,A95
sup,A104,A93
sup,A108,A138
sup,A108,A30
sup,A108,A131
sup,A108,A45
sup,A108,A74
sup,A108,A9
sup,A108,A53
sup,A108,A52
sup,A112,A41
sup,A112,A131
sup,A112,A149
sup,A112,A118
sup,A112,A154
sup,A115,A19
sup,A115,A16
sup,A117,A199
sup,A117,A13
sup,A120,A91
sup,A120,A156
sup,A120,A109
sup,A121,A145
sup,A121,A69
sup,A123,A158
sup,A123,A87
sup,A123,A39
sup,A123,A114
sup,A123,A23
sup,A126,A40
sup,A126,A28
sup,A126,A199
sup,A126,A114
sup,A127,A107
sup,A128,A165
sup,A128,A92
sup,A128,A41
sup,A128,A100
sup,A128,A118
sup,A128,A63
sup,A130,A81
sup,A130,A15
sup,A130,A43
sup,A130,A64
sup,A130,A125
sup,A133,A102
sup,A133,A171
sup,A133,A178
sup,A133,A107
sup,A133,A148
sup,A136,A161
sup,A136,A184
sup,A136,A24
sup,A137,A148
sup,A137,A52
sup,A137,A182
sup,A137,A61
sup,A137,A197
sup,A137,A59
sup,A137,A68
sup,A142,A139
sup,A142,A181
sup,A144,A83
sup,A144,A99
sup,A144,A0
sup,A147,A91
sup,A147,A24
sup,A147,A125
sup,A147,A6
sup,A147,A62
sup,A149,A101
sup,A149,A135
sup,A149,A153
sup,A152,A118
sup,A152,A99
sup,A152,A68
sup,A154,A157
sup,A154,A169
sup,A157,A165
sup,A157,A31
sup,A157,A62
sup,A157,A157
sup,A158,A79
sup,A158,A55
sup,A158,A62
sup,A162,A19
sup,A162,A179
sup,A164,A13
sup,A164,A172
sup,A164,A112
sup,A164,A103
sup,A164,A88
sup,A165,A37
sup,A165,A34
sup,A165,A156
sup,A165,A119
sup,A166,A47
sup,A166,A43
sup,A168,A75
sup,A171,A15
sup,A171,A118
sup,A171,A49
sup,A171,A87
sup,A171,A35
sup,A171,A139
sup,A171,A84
sup,A181,A191
sup,A181,A35
sup,A181,A66
sup,A181,A154
sup,A181,A132
sup,A182,A93
sup,A182,A165
sup,A182,A140
sup,A183,A1
sup,A183,A181
sup,A183,A188
sup,A183,A191
sup,A183,A54
sup,A184,A161
sup,A187,A34
sup,A187,A144
sup,A187,A197
sup,A189,A157
sup,A189,A37
sup,A189,A81
sup,A189,A99
sup,A192,A24
sup,A193,A37
sup,A193,A10
sup,A193,A8
sup,A193,A97
sup,A193,A27
sup,A197,A92
sup,A197,A46
att,A0,A1
att,A1,A2
att,A2,A3
att,A3,A4
att,A4,A5
att,A5,A6
att,A6,A7
att,A7,A8
att,A8,A9
att,A9,A10
att,A10,A0
att,A11,A12
att,A12,A13
att,A13,A14
att,A14,A15
att,A15,A16
att,A16,A17
att,A17,A18
att,A18,A19
att,A19,A20
att,A20,A21
att,A21,A22
att,A22,A23
att,A23,A11
att,A30,A31
att,A31,A32
att,A32,A33
att,A33,A34
att,A34,A35
att,A35,A36
att,A36,A37
att,A37,A38
att,A38,A39
att,A39,A40
att,A40,A41
att,A41,A30
att,A59,A60
att,A60,A61
att,A61,A62
att,A79,A80
att,A80,A81
att,A81,A82
att,A82,A83
att,A84,A85
att,A86,A87
att,A87,A75
att,A94,A95
att,A95,A96
att,A96,A97
att,A100,A88
att,A101,A102
att,A102,A103
att,A103,A101
att,A104,A105
att,A105,A106
att,A106,A107
att,A107,A108
att,A108,A109
att,A109,A110
att,A110,A111
att,A111,A112
att,A112,A113
att,A113,A114
att,A114,A115
att,A115,A116
att,A116,A104
att,A117,A118
att,A118,A119
att,A119,A120
att,A120,A121
att,A121,A122
att,A122,A117
att,A123,A124
att,A124,A125
att,A125,A123
att,A126,A127
att,A127,A128
att,A128,A129
att,A129,A130
att,A130,A131
att,A131,A126
att,A141,A142
att,A147,A148
att,A151,A152
att,A153,A154
att,A154,A155
att,A159,A149
att,A177,A178
att,A179,A180
att,A180,A181
att,A181,A182
att,A182,A183
att,A183,A184
att,A184,A185
att,A185,A186
att,A186,A179
att,A191,A192
att,A192,A193
att,A193,A194
att,A194,A195
att,A195,A191
att,A196,A197
att,A197,A198
att,A198,A199
att,A199,A196
att,A23,A24
att,A29,A30
att,A49,A50
att,A74,A75
att,A87,A88
att,A99,A0
att,A100,A101
att,A125,A126
att,A139,A140
att,A148,A149
att,A168,A169
att,A174,A175
att,A186,A187
att,A190,A191
att,A195,A196
att,A199,A100
att,A0,A53
att,A0,A182
att,A0,A103
att,A0,A79
att,A0,A157
att,A2,A71
att,A2,A188
att,A3,A45
att,A3,A25
att,A3,A130
att,A3,A125
att,A5,A136
att,A5,A76
att,A6,A195
att,A11,A110
att,A11,A69
att,A11,A161
att,A11,A115
att,A11,A169
att,A12,A130
att,A13,A137
att,A13,A108
att,A13,A22
att,A13,A153
att,A13,A54
att,A13,A118
att,A13,A97
att,A14,A146
att,A14,A106
att,A15,A63
att,A17,A149
att,A17,A19
att,A17,A50
att,A21,A67
att,A21,A109
att,A21,A162
att,A21,A149
att,A21,A172
att,A21,A78
att,A21,A186
att,A22,A159
att,A23,A164
att,A23,A175
att,A23,A120
att,A23,A107
att,A24,A6
att,A24,A86
att,A24,A84
att,A24,A181
att,A29,A150
att,A29,A143
att,A29,A13
att,A29,A51
att,A29,A11
att,A29,A49
att,A31,A73
att,A35,A124
att,A36,A182
att,A36,A30
att,A36,A183
att,A36,A176
att,A36,A65
att,A36,A193
att,A36,A57
att,A36,A150
att,A37,A55
att,A37,A76
att,A39,A85
att,A39,A6
att,A39,A91
att,A39,A73
att,A39,A19
att,A39,A145
att,A39,A71
att,A41,A121
att,A41,A148
att,A41,A128
att,A44,A93
att,A44,A152
att,A45,A101
att,A45,A178
att,A45,A13
att,A45,A10
att,A45,A44
att,A48,A29
att,A48,A21
att,A48,A3
att,A48,A193
att,A48,A108
att,A48,A174
att,A54,A164
att,A54,A180
att,A55,A53
att,A55,A37
att,A55,A47
att,A55,A38
att,A55,A88
att,A55,A191
att,A55,A3
att,A58,A191
att,A58,A8
att,A58,A88
att,A58,A67
att,A59,A0
att,A59,A62
att,A59,A139
att,A59,A91
att,A59,A67
att,A59,A181
att,A59,A54
att,A59,A157
att,A59,A63
att,A63,A0
att,A63,A53
att,A63,A70
att,A63,A109
att,A65,A185
att,A65,A96
att,A65,A123
att,A65,A194
att,A65,A100
att,A65,A43
att,A67,A41
att,A67,A69
att,A67,A94
