Entailment,Arg1,Arg2
sup,A32,A33
sup,A33,A34
sup,A34,A35
sup,A35,A36
sup,A36,A37
sup,A37,A38
sup,A38,A39
sup,A39,A40
sup,A40,A41
sup,A41,A42
sup,A42,A43
sup,A43,A44
sup,A44,A45
sup,A45,A46
sup,A46,A47
sup,A47,A48
sup,A48,A49
sup,A49,A50
sup,A50,A51
sup,A51,A52
sup,A52,A53
sup,A53,A54
sup,A54,A55
sup,A55,A56
sup,A56,A57
sup,A57,A58
sup,A58,A59
sup,A59,A60
sup,A60,A61
sup,A61,A62
sup,A62,A63
sup,A63,A64
sup,A64,A65
sup,A65,A66
sup,A66,A67
sup,A67,A68
sup,A68,A69
sup,A69,A70
sup,A70,A71
sup,A71,A32
sup,A99,A100
sup,A101,A102
sup,A104,A105
sup,A105,A106
sup,A107,A108
sup,A109,A110
sup,A111,A112
sup,A113,A114
sup,A114,A115
sup,A117,A118
sup,A118,A119
sup,A119,A120
sup,A120,A121
sup,A121,A122
sup,A122,A123
sup,A124,A125
sup,A125,A126
sup,A126,A127
sup,A127,A128
sup,A128,A129
sup,A129,A130
sup,A130,A131
sup,A131,A132
sup,A132,A133
sup,A133,A134
sup,A134,A135
sup,A135,A136
sup,A136,A137
sup,A137,A138
sup,A138,A139
sup,A139,A140
sup,A140,A141
sup,A141,A142
sup,A142,A143
sup,A143,A144
sup,A144,A145
sup,A145,A146
sup,A146,A147
sup,A147,A148
sup,A148,A149
sup,A149,A150
sup,A150,A151
sup,A151,A152
sup,A152,A153
sup,A153,A154
sup,A154,A155
sup,A155,A156
sup,A156,A157
sup,A157,A158
sup,A158,A159
sup,A159,A160
sup,A160,A161
sup,A161,A162
sup,A162,A163
sup,A163,A164
sup,A164,A124
sup,A238,A239
sup,A240,A241
sup,A246,A247
sup,A247,A248
sup,A248,A249
sup,A249,A246
sup,A252,A253
sup,A253,A254
sup,A258,A259
sup,A259,A260
sup,A261,A262
sup,A263,A264
sup,A265,A266
sup,A267,A268
sup,A268,A269
sup,A270,A271
sup,A273,A250
sup,A292,A293
sup,A294,A295
sup,A296,A297
sup,A297,A298
sup,A304,A305
sup,A305,A306
sup,A310,A311
sup,A311,A312
sup,A312,A313
sup,A313,A314
sup,A318,A319
sup,A319,A320
sup,A325,A326
sup,A327,A294
sup,A345,A346
sup,A346,A347
sup,A347,A348
sup,A348,A349
sup,A350,A351
sup,A352,A353
sup,A353,A354
sup,A354,A355
sup,A355,A356
sup,A356,A352
sup,A357,A358
sup,A358,A359
sup,A359,A360
sup,A360,A361
sup,A361,A362
sup,A362,A363
sup,A363,A364
sup,A364,A365
sup,A365,A366
sup,A366,A367
sup,A367,A368
sup,A368,A369
sup,A369,A370
sup,A370,A371
sup,A371,A372
