Entailment,Arg1,Arg2
sup,A0,A1
sup,A1,A2
sup,A2,A3
sup,A3,A4
sup,A4,A5
sup,A5,A0
sup,A6,A7
sup,A7,A8
sup,A8,A6
sup,A10,A11
sup,A11,A12
sup,A14,A15
sup,A16,A17
sup,A18,A19
sup,A19,A20
sup,A21,A22
sup,A24,A25
sup,A27,A28
sup,A28,A29
sup,A29,A30
sup,A31,A32
sup,A33,A34
sup,A34,A35
sup,A36,A37
sup,A40,A41
sup,A41,A27
sup,A42,A43
sup,A43,A44
sup,A44,A45
sup,A45,A46
sup,A46,A42
sup,A47,A48
sup,A48,A49
sup,A49,A50
sup,A50,A51
sup,A51,A52
sup,A52,A53
sup,A53,A54
sup,A54,A55
sup,A55,A56
sup,A56,A57
sup,A57,A58
sup,A58,A59
sup,A59,A60
sup,A60,A61
sup,A61,A47
sup,A65,A66
sup,A66,A67
sup,A67,A68
sup,A68,A69
sup,A69,A70
sup,A70,A71
sup,A71,A72
sup,A72,A73
sup,A73,A74
sup,A74,A75
sup,A75,A65
sup,A76,A77
sup,A81,A82
sup,A82,A83
sup,A87,A88
sup,A89,A76
sup,A101,A102
sup,A102,A103
sup,A104,A105
sup,A105,A106
sup,A107,A108
sup,A108,A109
sup,A111,A112
sup,A112,A101
sup,A143,A144
sup,A145,A146
sup,A146,A147
sup,A149,A150
sup,A150,A151
sup,A152,A153
sup,A153,A154
sup,A154,A155
sup,A155,A156
sup,A156,A157
sup,A157,A158
sup,A158,A159
sup,A159,A160
sup,A160,A161
sup,A161,A162
sup,A162,A163
sup,A163,A164
sup,A164,A165
sup,A165,A166
sup,A166,A167
sup,A167,A152
sup,A168,A169
sup,A170,A171
sup,A172,A173
sup,A174,A175
sup,A178,A179
sup,A179,A168
sup,A181,A182
sup,A183,A184
sup,A187,A188
sup,A190,A191
sup,A193,A194
sup,A194,A195
sup,A195,A196
sup,A198,A199
sup,A199,A200
sup,A200,A201
sup,A201,A202
sup,A202,A203
sup,A203,A204
sup,A205,A206
sup,A207,A208
sup,A208,A209
sup,A213,A214
sup,A221,A222
