Entailment,Arg1,Arg2
sup,A0,A1
sup,A1,A2
sup,A2,A3
sup,A3,A4
sup,A4,A5
sup,A5,A0
sup,A9,A10
sup,A10,A11
sup,A11,A9
sup,A32,A33
sup,A34,A35
sup,A37,A38
sup,A40,A41
sup,A41,A42
sup,A42,A32
sup,A48,A49
sup,A49,A50
sup,A50,A48
sup,A59,A60
sup,A62,A63
sup,A63,A64
sup,A65,A66
sup,A68,A59
sup,A69,A70
sup,A70,A71
sup,A71,A72
sup,A75,A76
sup,A76,A77
sup,A77,A78
sup,A78,A79
sup,A81,A69
sup,A82,A83
sup,A86,A87
sup,A87,A88
sup,A89,A90
sup,A95,A96
sup,A97,A98
sup,A107,A108
sup,A110,A111
sup,A112,A113
sup,A115,A116
sup,A116,A117
sup,A119,A120
sup,A120,A121
sup,A121,A122
sup,A122,A123
sup,A123,A124
sup,A124,A125
sup,A130,A131
sup,A145,A146
sup,A146,A147
sup,A147,A148
sup,A148,A149
sup,A149,A150
sup,A150,A145
sup,A156,A157
sup,A157,A158
sup,A158,A159
sup,A159,A156
sup,A160,A161
sup,A161,A162
sup,A162,A163
sup,A163,A164
sup,A164,A165
sup,A165,A166
sup,A166,A167
sup,A167,A160
sup,A174,A175
sup,A181,A182
sup,A182,A183
sup,A183,A172
sup,A184,A185
sup,A186,A187
sup,A187,A188
sup,A190,A191
sup,A191,A192
sup,A192,A193
sup,A193,A194
sup,A194,A195
sup,A195,A196
sup,A196,A197
sup,A197,A198
sup,A198,A199
sup,A199,A190
sup,A5,A6
sup,A11,A12
sup,A31,A32
sup,A42,A43
sup,A50,A51
sup,A68,A69
sup,A81,A82
sup,A85,A86
sup,A98,A99
sup,A99,A0
sup,A105,A106
sup,A114,A115
sup,A118,A119
sup,A128,A129
sup,A134,A135
sup,A150,A151
sup,A159,A160
sup,A171,A172
sup,A199,A100
sup,A3,A185
sup,A3,A122
sup,A3,A71
sup,A5,A15
sup,A5,A58
sup,A5,A43
sup,A5,A62
sup,A5,A28
sup,A5,A184
sup,A6,A133
sup,A6,A145
sup,A9,A166
