Entailment,Arg1,Arg2
sup,A0,A1
sup,A1,A2
sup,A2,A3
sup,A3,A4
sup,A4,A5
sup,A5,A6
sup,A6,A7
sup,A7,A0
sup,A8,A9
sup,A9,A10
sup,A10,A11
sup,A11,A12
sup,A12,A13
sup,A13,A14
sup,A14,A8
sup,A19,A20
sup,A21,A15
sup,A22,A23
sup,A23,A24
sup,A24,A25
sup,A25,A26
sup,A27,A28
sup,A28,A29
sup,A32,A33
sup,A33,A34
sup,A37,A38
sup,A42,A43
sup,A43,A44
sup,A44,A45
sup,A45,A46
sup,A47,A48
sup,A48,A49
sup,A49,A50
sup,A54,A55
sup,A55,A56
sup,A56,A41
sup,A57,A58
sup,A58,A59
sup,A59,A60
sup,A60,A61
sup,A61,A62
sup,A62,A63
sup,A63,A64
sup,A64,A65
sup,A65,A66
sup,A66,A67
sup,A67,A68
sup,A68,A69
sup,A69,A70
sup,A70,A71
sup,A71,A72
sup,A72,A73
sup,A73,A74
sup,A74,A75
sup,A75,A57
sup,A86,A87
sup,A90,A91
sup,A92,A93
sup,A93,A94
sup,A108,A109
sup,A109,A110
sup,A110,A111
sup,A111,A112
sup,A112,A113
sup,A113,A114
sup,A114,A115
sup,A115,A116
sup,A116,A108
sup,A117,A118
sup,A118,A119
sup,A119,A120
sup,A120,A121
sup,A121,A122
sup,A122,A123
sup,A123,A117
sup,A126,A127
sup,A129,A130
sup,A130,A131
sup,A131,A132
sup,A132,A133
sup,A137,A138
sup,A140,A141
sup,A142,A143
sup,A143,A124
sup,A144,A145
sup,A145,A146
sup,A146,A147
sup,A147,A148
sup,A148,A149
sup,A149,A150
sup,A150,A151
sup,A151,A152
sup,A152,A153
sup,A153,A154
sup,A154,A155
sup,A155,A144
sup,A156,A157
sup,A157,A158
sup,A158,A159
sup,A159,A160
sup,A160,A161
sup,A161,A162
sup,A162,A156
sup,A176,A177
sup,A177,A178
sup,A179,A180
sup,A180,A181
sup,A182,A183
sup,A183,A184
sup,A184,A185
sup,A186,A182
sup,A187,A188
sup,A188,A189
sup,A189,A190
sup,A190,A191
