Entailment,Arg1,Arg2
sup,A16,A17
sup,A17,A18
sup,A18,A16
sup,A35,A36
sup,A36,A37
sup,A37,A38
sup,A38,A39
sup,A39,A40
sup,A40,A41
sup,A41,A42
sup,A42,A43
sup,A43,A44
sup,A44,A45
sup,A45,A46
sup,A46,A47
sup,A47,A48
sup,A48,A49
sup,A49,A50
sup,A50,A35
sup,A70,A71
sup,A71,A72
sup,A72,A73
sup,A73,A74
sup,A74,A75
sup,A75,A76
sup,A76,A77
sup,A77,A78
sup,A78,A79
sup,A79,A80
sup,A80,A81
sup,A81,A82
sup,A82,A83
sup,A83,A84
sup,A84,A85
sup,A85,A70
sup,A105,A106
sup,A107,A108
sup,A108,A109
sup,A110,A111
sup,A112,A113
sup,A116,A117
sup,A117,A118
sup,A127,A128
sup,A128,A129
sup,A129,A130
sup,A130,A131
sup,A131,A127
sup,A146,A147
sup,A147,A148
sup,A149,A150
sup,A150,A151
sup,A151,A152
sup,A152,A153
sup,A153,A154
sup,A154,A155
sup,A155,A156
sup,A157,A158
sup,A158,A159
sup,A159,A157
sup,A169,A170
sup,A170,A171
sup,A171,A172
sup,A172,A173
sup,A173,A174
sup,A174,A175
sup,A175,A176
sup,A176,A177
sup,A177,A178
sup,A178,A179
sup,A179,A180
sup,A180,A181
sup,A181,A169
sup,A182,A183
sup,A186,A187
sup,A187,A188
sup,A188,A189
sup,A189,A190
sup,A191,A192
sup,A192,A193
sup,A193,A194
sup,A194,A195
sup,A195,A196
sup,A196,A197
sup,A197,A198
sup,A198,A199
sup,A199,A191
sup,A200,A201
sup,A201,A202
sup,A202,A203
sup,A203,A204
sup,A204,A205
sup,A205,A206
sup,A206,A207
sup,A207,A208
sup,A208,A209
sup,A209,A210
sup,A210,A211
sup,A211,A212
sup,A212,A200
sup,A213,A214
sup,A215,A216
sup,A220,A221
sup,A223,A224
sup,A227,A228
sup,A228,A213
sup,A229,A230
sup,A232,A233
sup,A236,A237
sup,A238,A239
sup,A242,A243
sup,A243,A244
sup,A244,A245
sup,A249,A250
sup,A252,A253
sup,A256,A257
sup,A258,A259
sup,A259,A260
sup,A261,A262
sup,A262,A263
sup,A263,A264
sup,A264,A265
sup,A265,A266
sup,A266,A267
sup,A267,A261
sup,A269,A270
sup,A288,A289
sup,A289,A290
sup,A290,A291
sup,A291,A288
sup,A292,A293
sup,A294,A295
sup,A296,A297
sup,A300,A301
sup,A302,A303
sup,A303,A304
sup,A304,A305
sup,A305,A306
sup,A310,A311
sup,A339,A340
sup,A340,A341
sup,A343,A344
sup,A344,A345
sup,A346,A336
sup,A347,A348
sup,A378,A379
sup,A381,A378
sup,A382,A383
sup,A383,A384
sup,A384,A382
sup,A385,A386
sup,A386,A387
sup,A387,A388
sup,A388,A389
sup,A389,A390
sup,A390,A385
sup,A396,A397
sup,A397,A398
sup,A398,A399
sup,A18,A19
sup,A50,A51
sup,A65,A66
sup,A69,A70
sup,A100,A101
sup,A119,A120
sup,A131,A132
sup,A156,A157
sup,A181,A182
sup,A199,A0
sup,A212,A213
sup,A228,A229
sup,A248,A249
sup,A260,A261
sup,A270,A271
sup,A274,A275
sup,A295,A296
sup,A311,A312
sup,A331,A332
sup,A377,A378
sup,A390,A391
sup,A395,A396
sup,A0,A331
