ArgName,ArgBasicWeight,FinalWeight
A907,0.1,0.4772692596612566
A908,0.14,0.3837351685462071
A905,0.78,0.5447316209370113
A906,0.34,0.4988983451937045
A903,0.12,0.4558946693917258
A904,0.16,0.485105495760276
A901,0.87,0.5241503561544184
A902,0.35,0.414471134571917
A900,0.67,0.4968837033990601
A0,0.92,0.5058175737600994
A1,0.09,0.4890611916923168
A2,0.39,0.5022312488199953
A3,0.28,0.4988518670090937
A4,0.29,0.4981986364954843
A5,0.95,0.5402145462752509
A6,0.1,0.5017418862228282
A7,0.79,0.5110807568627426
A8,0.7,0.5103419165270984
A9,0.05,0.5122011533952832
A918,0.89,0.998414900518657
A919,0.82,0.5332837023133667
A916,0.16,0.4979427647427942
A917,0.04,0.4996164954648813
A914,0.39,0.4841418162989163
A915,0.98,0.567906443490064
A912,0.67,0.5358348538515068
A913,0.19,0.4859890768932331
A910,0.54,0.5178924436597027
A911,0.72,0.5234955127075139
A909,0.11,0.484434000681681
A929,0.31,0.4522102438402029
A927,0.14,0.4709845093093781
A928,0.96,0.5019106065279061
A925,0.26,0.4373692375385307
A926,0.18,0.4351257673994005
A923,0.69,0.4884579611860406
A924,0.07,0.2862545159615684
A921,0.69,0.5816264831099903
A922,0.27,0.4049681262885307
A920,0.82,0.5113381708761774
A938,0.79,0.5208964035800154
A939,0.28,0.5135670000851537
A936,0.26,0.4564665160082463
A937,0.88,0.5281200061539627
A934,0.61,0.4923042792142647
A935,0.34,0.4741249035130362
A932,0.14,0.4681251706850415
A933,0.56,0.398072337384417
A930,0.89,0.6140397511914975
A931,0.88,0.4966300673480081
A709,0.66,0.510002748236889
A707,0.88,0.6921026536990327
A949,0.57,0.5067428977205597
A708,0.13,0.4927439659017341
A705,0.46,0.4979913676599806
A947,0.26,0.5061459706775271
A706,0.86,0.6973244972298349
A948,0.02,0.4849353496614833
A703,0.93,0.5070032191288976
A945,0.64,0.4797152475246614
A704,0.82,0.5824155795529813
A946,0.76,0.0085535038562505
A701,0.19,0.5041145949769952
A943,0.88,0.606726962456067
A702,0.09,0.4939354857744765
A944,0.64,0.5253863298277855
A941,0.25,0.3257928585307503
A700,0.81,0.5118395279840771
A942,0.7,0.5016726663132578
A940,0.25,0.4274476926811171
A718,0.17,0.4813901918276115
A719,0.56,0.4916014725661319
A716,0.34,0.4665622098923547
A958,0.18,0.5067712678219135
A717,0.07,0.4414255047592235
A959,0.64,0.5170915423904919
A714,0.23,0.4987824767777214
A956,0.53,0.5043022679751697
A715,0.23,0.4070057788268605
A957,0.79,0.5018823224902939
A712,0.32,0.4769459520055627
A954,0.25,0.5317040976451801
A713,0.77,0.679816993747608
A955,0.8,0.4985900592152835
A710,0.04,0.435160700273259
A952,0.81,0.4970160947416786
A711,0.29,0.4861765873115579
A953,0.13,0.397069029561875
A950,0.29,0.0036892226224747
A951,0.82,0.8962648034755847
A729,0.8,0.4920074463087827
A727,0.97,0.5036623878495272
A969,0.27,0.4096706924997507
A728,0.16,0.3403566735822168
A725,0.82,0.5014054104431621
A967,0.78,0.4979721022342276
A726,0.43,0.4606289930376425
A968,0.7,0.5087592292596421
A723,0.86,0.5020448652391879
A965,0.42,0.539166524523435
A724,0.43,0.4648027847170251
A966,0.35,0.5023825545664651
A721,0.78,0.5496452274461907
A963,0.69,0.5094865024720302
