ArgName,ArgBasicWeight,FinalWeight
A1319,0.57,0.518032621323301
A1318,0.91,0.5020112526437079
A1317,0.54,0.4878225521634653
A1312,0.64,0.5216356153655682
A1311,0.96,0.5705929718446046
A1310,0.07,0.5036219376042944
A1316,0.5,0.4689747094562944
A1315,0.49,0.4884240075507597
A1314,0.61,0.4968699274301391
A1313,0.66,0.583218166187712
A907,0.42,0.4949528930448839
A1309,0.34,0.5150708174944956
A908,0.04,0.5001873237400896
A1308,0.98,0.5040645387804837
A905,0.02,0.484073084842265
A1307,0.06,0.4991228218884024
A906,0.32,0.4901796172951145
A1306,0.72,0.5144905754329991
A903,0.45,0.5007305092186339
A904,0.13,0.4451650618805328
A901,0.98,0.4987768454476438
A902,0.51,0.4968162411400809
A1301,0.52,0.4960754270917705
A900,0.83,0.4897503585832684
A1300,0.67,0.5004751632308388
A1305,0.9,0.5014057597583056
A1304,0.69,0.5202562585778483
A0,0.41,0.4890799390221257
A1303,0.98,0.507498073352883
A1,0.37,0.5082165147212846
A1302,0.18,0.4902735046404771
A2,0.25,0.4856950358921784
A3,0.72,0.5000033062337411
A4,0.41,0.5080573040540971
A5,0.28,0.4914957687631385
A6,0.26,0.505342144640872
A7,0.57,0.5061090013710998
A8,0.88,0.4995619170256739
A9,0.06,0.4855609059384382
A918,0.24,0.5003814313880482
A919,0.77,0.5011649018057279
A916,0.8,0.4949294638743671
A917,0.06,0.3879201768125009
A1339,0.17,0.443611777276955
A914,0.19,0.4778795177948705
A915,0.76,0.5423913734135472
A912,0.54,0.6164879571263473
A913,0.71,0.5000726544212462
A910,0.96,0.6114000284729902
A1334,0.72,0.5096604325236478
A911,0.43,0.4913848557985499
A1333,0.94,0.6192005231864774
A1332,0.64,0.5298349253597153
A1331,0.25,0.5000630604602011
A1338,0.77,0.4997819431834828
A1337,0.96,0.5025148486447419
A1336,0.42,0.500722140876088
A1335,0.59,0.5043176845968926
A1341,0.37,0.4946757662367471
A1340,0.69,0.4811446365849292
A909,0.24,0.4791482035757455
A929,0.24,0.5150126899450328
A927,0.97,0.5273669596656487
A1329,0.79,0.5498547766470026
A928,0.81,0.4990319187408551
A1328,0.47,0.4978102085254091
A925,0.04,0.4958857898853997
A926,0.9,0.5600900313224159
A923,0.52,0.5237973683545598
A924,0.61,0.5043727635717207
A921,0.55,0.4929741917979736
A1323,0.31,0.4420051397950857
A922,0.87,0.5210913668499823
A1322,0.2,0.4895325879114376
A1321,0.43,0.5163263711561301
A920,0.93,0.5562813685204379
A1320,0.94,0.5081685654298458
A1327,0.41,0.5100368365245951
A1326,0.09,0.4703328460803335
A1325,0.08,0.4981585426263207
A1324,0.46,0.4661841456411322
A1330,0.97,0.5218684814750251
A938,0.24,0.5000416506606322
A939,0.61,0.497022183795968
A936,0.59,0.4734267743740785
A937,0.61,0.5090122552243823
A934,0.34,0.4955435383134657
A935,0.0,0.9863869655743186
A932,0.5,0.5152780534688631
A933,0.99,0.5301975480443405
