ArgName,ArgBasicWeight,FinalWeight
A1319,0.73,0.5002427122862916
A1318,0.0,0.9962946210617588
A2649,0.78,0.5468208103885683
A1317,0.63,0.5012124514401586
A2648,0.66,0.4978878266847976
A1312,0.54,0.4999010399427467
A1796,0.92,0.4998573027339096
A2643,0.36,0.5007944185703994
A1311,0.32,0.4981987236848721
A1795,0.14,0.999010764669657
A2642,0.83,0.4997608663205173
A1310,0.28,0.4992069557351993
A1794,0.91,0.5072117351538992
A2641,0.52,0.4998942081939831
A1793,0.93,0.5562791287946207
A2640,0.42,0.5121377926873023
A1316,0.46,0.4914760241124457
A2647,0.32,0.4992306453955751
A1315,0.59,0.493705645704435
A1799,0.45,0.524149309338886
A2646,0.16,0.5026703715710864
A1314,0.83,0.504565123104903
A1798,0.92,0.5071010648362414
A2645,0.86,0.5272442222924072
A1313,0.98,0.4995625787759021
A1797,0.21,0.504111064538456
A2644,0.21,0.5056660047501452
A2650,0.86,0.5122003097733169
A1309,0.06,0.492663057365683
A1308,0.63,0.5193773902438625
A2639,0.53,0.4944208133641468
A1307,0.15,0.4942261265830354
A2638,0.04,0.5023524251431957
A1306,0.35,0.4902773676657203
A2637,0.0,0.999999579487932
A1301,0.54,0.500316430045005
A1785,0.56,0.5002469624497367
A2632,0.04,0.5016997826959357
A1300,0.43,0.4854110099219108
A1784,0.71,0.4996300869293704
A2631,0.9,0.7226159384683079
A1783,0.95,0.5035347860321637
A2630,0.35,0.5211695030582766
A1782,0.22,0.49762360994396
A1305,0.5,0.4989885097836548
A1789,0.55,0.4999578715317335
A2636,0.18,0.499918347171474
A1304,0.44,0.4984992558342437
A1788,0.48,0.5005975534347802
A2635,0.08,0.4380557071040585
A1303,0.42,0.4636234704044868
A1787,0.71,0.5373186373247718
A2634,0.92,0.5113220594700297
A1302,0.94,0.5031659331742865
A1786,0.44,0.4970830790741448
A2633,0.14,0.500003219344164
A1792,1.0,0.5471701262906746
A1791,0.93,0.5061810703061799
A1790,0.27,0.4996860614325361
A1339,0.71,0.5012378168234578
A1334,0.52,0.517968197852548
A2665,0.96,0.5000764219326699
A1333,0.04,0.4963645991348522
A2664,0.59,0.5026765724521212
A1332,0.17,0.5024024619054864
A2663,0.46,0.5014764093691856
A1331,0.94,0.5077998501717245
A2662,0.91,0.5542812973469996
A1338,0.38,0.5055147445635964
A2669,0.8,0.5036738829221921
A1337,0.94,0.5548337397756927
A2668,0.66,0.5001844864514093
A1336,0.98,0.500987559997949
A2667,0.71,0.4999713008157428
A1335,0.91,0.4999238226044746
A2666,0.75,0.5094746615745044
A1341,0.01,0.5000163642980688
A2672,0.5,0.4860372109761049
A1340,0.07,0.5001801764492988
A2671,0.04,0.4750065737317895
A2670,0.71,0.5440516931570261
A1329,0.72,0.5186009157000193
A1328,0.85,0.4998574786722591
A2659,0.48,0.4920751494367316
A1323,0.92,0.5145333870311086
A2654,0.91,0.5267270959873676
A1322,0.31,0.4997733806892385
A2653,0.74,0.4990686968981737
A1321,0.94,0.5000421733442476
A2652,0.23,0.5035601206074675
A1320,0.55,0.5039131173564542
A2651,0.32,0.5200467349443844
A1327,0.16,0.4943606580469591
A2658,0.84,0.4994180856721272
A1326,0.2,0.4997971206324998
A2657,0.53,0.4997246649831247
A1325,0.99,0.5011411926553664
A2656,0.27,0.4899754205921898
A1324,0.44,0.4969843002276297
A2655,0.98,0.5007313889235033
A1330,0.71,0.5498458539674947
A2661,0.65,0.4903285093087117
A2660,0.54,0.498600277754871
A2607,0.9,0.499914883546926
A1759,0.86,0.5130282598821004
A2606,0.24,0.5142389669463185
A1758,0.68,0.4605791902450921
A2605,0.14,0.4871932214848529
A1757,0.04,0.4993546970136528
A2604,0.37,0.3420356567271311
A2609,0.88,0.5277998455983152
A2608,0.13,0.4715782812046004
A1752,0.91,0.4988665183946383
A1751,0.02,0.492912793940213
A1750,0.72,0.4995536877890081
A1756,0.2,0.4984597699583797
A2603,0.82,0.5034115233201841
A1755,0.19,0.4510565465052497
A2602,0.25,0.4938000454834678
A1754,0.05,0.4934713532084979
A2601,0.36,0.5067983625829807
A1753,0.35,0.4802116148877317
A2600,0.39,0.4166313263965786
A709,0.34,0.5004100132419839
A1749,0.57,0.5013274609174211
A1748,0.54,0.4948974338280121
A707,0.46,0.4980644596405608
A1747,0.48,0.5030559884736039
A708,0.53,0.4989509175067343
A1746,0.74,0.5099895883207705
A705,0.44,0.5139367273391346
A706,0.05,0.4969693836668777
A703,0.41,0.5110221469922012
A704,0.41,0.501416300484901
A701,0.07,0.4985388223767409
A1741,0.87,0.501957353715151
A702,0.77,0.5001417842653607
A1740,0.05,0.4847799217807072
A700,0.84,0.5017541117411938
A1745,0.57,0.5010069336293206
A1744,0.36,0.4956870960054554
A1743,0.19,0.4987334289259942
A1742,0.73,0.4996144375971063
A2629,0.2,0.4602540713056471
A2628,0.43,0.5090790784259357
A718,0.06,0.4971614316145869
A2627,0.09,0.4931180037856308
A719,0.42,0.4999588608413651
A1779,0.13,0.494908034942399
A2626,0.44,0.5003904938267598
A716,0.1,0.5000725466376429
A717,0.88,0.5024858018080769
A714,0.78,0.5022801396157156
A715,0.44,0.4998366554465335
A712,0.4,0.5048169125569734
A1774,0.89,0.5073234698197799
A2621,0.16,0.4979449063810597
A713,0.95,0.5252402842331558
A1773,0.42,0.492499292267015
A2620,0.92,0.4975285936377536
A710,0.62,0.5000021406736201
A1772,0.34,0.5105528264665484
A711,0.23,0.5028144795600459
A1771,0.19,0.4788841950278781
A1778,0.13,0.4933480991231566
A2625,0.42,0.4910146404725165
A1777,0.78,0.5027564514168197
A2624,0.48,0.4666535133678698
A1776,0.96,0.6276627884015378
A2623,0.35,0.5055173577051241
A1775,0.18,0.4983894656033458
A2622,0.15,0.49677062114904
A1781,0.12,0.3875576694562848
A1780,0.6,0.5074306126765609
A2618,0.36,0.4319171837074689
A2617,0.81,0.5120495593541352
A729,0.65,0.5048697712213814
A1769,0.38,0.5031055538811859
A2616,0.83,0.508072141901224
A1768,0.27,0.4943726578107714
A2615,0.74,0.5057076005253311
A727,0.55,0.5023300856452538
A728,0.09,0.5078690677626598
A725,0.86,0.5003275455308688
A726,0.29,0.4989843269660744
A2619,0.44,0.4970950525513252
A723,0.25,0.4788963136631043
A1763,0.71,0.4275580322237692
A2610,0.92,0.4994795522279502
A724,0.14,0.5174233667940555
A1762,0.03,0.4964523614491073
A721,0.91,0.5006468619167681
A1761,0.74,0.4984848076016667
A722,0.33,0.5412447274243825
A1760,0.46,0.5015915895201332
A1767,0.62,0.4770827501587788
A2614,0.08,0.5062064731319581
A720,0.3,0.5045884350982488
A1766,0.61,0.5083179326173594
A2613,0.08,0.4966564688228819
A1765,0.8,0.498849473494146
A2612,0.58,0.5000452511851676
A1764,0.51,0.4946699214785576
A2611,0.67,0.5012347251544998
A1770,0.47,0.5276280569414316
A1716,0.73,0.4952217083001603
A1715,0.34,0.5008589144574062
A1714,0.9,0.4987478566958268
A1713,0.41,0.4991409827957068
A738,0.5,0.5160852093378823
A739,0.74,0.5090332444373281
A1719,0.18,0.4934379141096724
A736,0.68,0.5101828958671718
A1718,0.35,0.5010547193639807
A737,0.08,0.4960955357159977
A1717,0.55,0.4596895098666787
A734,0.43,0.497774280577871
A735,0.47,0.5282304065796437
A732,0.58,0.4944155110643125
A733,0.13,0.4448003454983161
A730,0.5,0.5016966523340298
A1712,0.3,0.497270697431947
A731,0.4,0.5027858362495525
A1711,0.3,0.5207274159433752
A1710,0.9,0.5007369021854888
A1705,0.92,0.4978721725631578
A1704,0.39,0.4960292853581088
A1703,0.26,0.4991696119767356
A1702,0.52,0.5001670751701626
A749,0.42,0.4813593646654282
A1709,0.69,0.4932552340511993
A1708,0.41,0.4957028379859616
A747,0.4,0.5056933268457711
A1707,0.07,0.4931497776411718
A748,0.82,0.4971572096890287
A1706,0.38,0.5108017047019358
A745,0.85,0.5006558729019374
A746,0.54,0.4950800939549545
A743,0.77,0.5001257794352417
A744,0.25,0.5037283975902354
A741,0.29,0.5001983403317126
A1701,0.43,0.5069734946172972
A742,0.57,0.5008470046481052
A1700,0.47,0.4927450676900473
A740,0.46,0.4839923875618154
A1738,0.38,0.4843543461068018
A1737,0.98,0.5008078900834432
A1736,0.29,0.4899045528986216
A1735,0.35,0.4983768980209083
A758,0.41,0.4989353034554808
A759,0.39,0.4953517814887491
A1739,0.74,0.5053868951623732
A756,0.62,0.4990112034205343
A1730,0.17,0.488273395485482
A757,0.3,0.4958382319456366
A754,0.6,0.5017008849657948
A755,0.1,0.4962775653484914
A752,0.41,0.483122803550409
A1734,0.62,0.4957249907640956
A753,0.11,0.4947571077882507
A1733,0.03,0.4370316754557211
A750,0.31,0.4913984336113627
A1732,0.51,0.5010009509035422
A751,0.41,0.5000474088614365
A1731,0.38,0.5023974145630816
A1727,0.01,0.4340518017816244
A1726,0.85,0.4972374551980382
A1725,0.37,0.4610383870510974
A1724,0.47,0.4917701029461473
A769,0.52,0.5645465445751603
A1729,0.58,0.5166890142416313
A1728,0.57,0.4970565159604208
A767,0.4,0.5012414565253516
A768,0.46,0.5035809743082831
A765,0.47,0.4999816631878425
A766,0.55,0.5164079849339527
A763,0.38,0.5024681638582322
A1723,0.83,0.5031695948242547
A764,0.82,0.500208326463327
A1722,0.47,0.4920311612502626
A761,0.06,0.5007961935024953
A1721,0.68,0.5014776870143588
A762,0.53,0.4984101918231536
A1720,0.92,0.5028344810320049
A760,0.42,0.4965138166397582
A778,0.34,0.5023899893441895
A779,0.05,0.4963346685356914
A776,0.81,0.5027183215559379
A777,0.12,0.4999915158603586
A774,0.27,0.4999901138051071
A775,0.65,0.5089288578716002
A772,0.99,0.5081902783484057
A773,0.36,0.5102549089243217
A770,0.38,0.5001516087440482
A771,0.24,0.4859834909204831
A309,0.96,0.5031817351988046
A307,0.61,0.4915971032664511
A308,0.65,0.5729170490968158
A305,0.33,0.5207091064026953
A789,0.24,0.5022501754929066
A306,0.2,0.500420737857015
A303,0.48,0.5005709763710325
A787,0.95,0.4999541056877268
A304,0.24,0.506416370975849
A788,0.83,0.4985582129920453
A301,0.32,0.504766804320095
A785,0.83,0.5120782237835237
A302,0.58,0.5269285145308795
A786,0.9,0.5010261134627442
A783,0.43,0.5256991295184645
A300,0.23,0.5266169699050082
A784,0.29,0.4972825045999947
A781,0.27,0.5000230688051343
A782,0.87,0.4992027450985499
A780,0.17,0.5001657569641046
A318,0.04,0.4942507048087652
A319,0.64,0.4985327207588996
A316,0.04,0.4726652103185986
A317,0.04,0.4634790960597821
A314,0.74,0.4895379075043448
A798,0.8,0.4879308810977004
A315,0.26,0.5308372567738419
A799,0.59,0.5015018588147858
A312,0.43,0.4984276995869559
A796,0.98,0.5040513713744167
A313,0.29,0.4893861803679485
A797,0.64,0.4906147223991313
A310,0.06,0.4935655058917035
A794,0.98,0.5149618667267664
A311,0.18,0.4961983014933105
A795,0.95,0.501746709455223
A792,0.49,0.5009004542401743
A793,0.05,0.437546458756814
A790,0.47,0.5020053717955246
A791,0.11,0.4990648783493204
A329,0.55,0.4953767173039502
A327,0.11,0.4947831590948466
A328,0.51,0.4981179935885734
A325,0.92,0.4996959721250872
A326,0.59,0.5010003021695082
A323,0.29,0.4900820992155276
A324,0.48,0.4979029870071424
A321,0.1,0.499814135426973
A322,0.24,0.5019128428650382
A320,0.6,0.5354904110008897
A338,0.01,0.4993387204179966
A339,0.19,0.4984117747879656
A336,0.23,0.5043068250968102
A337,0.58,0.502806142558965
A334,0.25,0.4998517254381613
A335,0.89,0.52610520315263
A332,0.18,0.5012818008066552
A333,0.1,0.4719345366381158
A330,0.2,0.5000028969042836
A331,0.45,0.514413288781701
A349,0.57,0.5055741700637081
A347,0.61,0.5038452789981996
A348,0.44,0.5058011227585728
