Entailment,Arg1,Arg2
sup,A0,A1
sup,A1,A2
sup,A2,A0
sup,A5,A6
sup,A6,A7
sup,A8,A9
sup,A11,A12
sup,A14,A3
sup,A28,A29
sup,A29,A30
sup,A30,A31
sup,A31,A32
sup,A32,A33
sup,A33,A34
sup,A34,A28
sup,A35,A36
sup,A36,A37
sup,A48,A49
sup,A51,A52
sup,A52,A53
sup,A53,A54
sup,A54,A55
sup,A55,A51
sup,A62,A63
sup,A63,A64
sup,A64,A65
sup,A65,A66
sup,A66,A62
sup,A67,A68
sup,A68,A69
sup,A69,A70
sup,A70,A71
sup,A71,A72
sup,A72,A67
sup,A73,A74
sup,A74,A75
sup,A76,A77
sup,A91,A92
sup,A93,A94
sup,A94,A95
sup,A95,A96
sup,A96,A97
sup,A98,A91
sup,A114,A115
sup,A115,A116
sup,A116,A117
sup,A117,A118
sup,A118,A114
sup,A119,A120
sup,A120,A121
sup,A121,A122
sup,A122,A123
sup,A123,A124
sup,A124,A125
sup,A125,A119
sup,A130,A131
sup,A131,A132
sup,A132,A133
sup,A133,A134
sup,A134,A135
sup,A135,A130
sup,A148,A149
sup,A149,A150
sup,A151,A152
sup,A153,A154
sup,A156,A147
sup,A157,A158
sup,A158,A159
sup,A160,A157
sup,A161,A162
sup,A162,A163
sup,A163,A164
sup,A164,A165
sup,A165,A166
sup,A166,A167
sup,A167,A168
sup,A168,A169
sup,A169,A170
sup,A170,A161
sup,A171,A172
sup,A172,A173
sup,A173,A174
sup,A174,A175
sup,A175,A176
sup,A176,A171
sup,A177,A178
sup,A178,A179
sup,A179,A180
sup,A180,A181
sup,A183,A184
sup,A184,A185
sup,A185,A186
sup,A186,A187
sup,A187,A188
sup,A188,A189
sup,A189,A190
sup,A190,A183
sup,A191,A192
sup,A192,A193
sup,A196,A197
sup,A198,A199
sup,A2,A3
sup,A27,A28
sup,A37,A38
sup,A72,A73
sup,A78,A79
sup,A90,A91
sup,A99,A0
sup,A125,A126
sup,A146,A147
sup,A156,A157
sup,A0,A198
sup,A0,A87
sup,A0,A152
sup,A0,A25
