Entailment,Arg1,Arg2
sup,A0,A1
sup,A1,A2
sup,A2,A3
sup,A3,A4
sup,A4,A5
sup,A5,A6
sup,A6,A7
sup,A7,A8
sup,A8,A9
sup,A9,A10
sup,A10,A11
sup,A11,A12
sup,A12,A13
sup,A13,A14
sup,A14,A15
sup,A15,A16
sup,A16,A17
sup,A17,A18
sup,A18,A19
sup,A19,A20
sup,A20,A21
sup,A21,A22
sup,A22,A23
sup,A23,A24
sup,A24,A25
sup,A25,A0
sup,A39,A40
sup,A40,A41
sup,A43,A44
sup,A46,A47
sup,A47,A39
sup,A92,A93
sup,A94,A95
sup,A95,A96
sup,A98,A99
sup,A99,A100
sup,A101,A102
sup,A103,A104
sup,A130,A131
sup,A131,A132
sup,A132,A133
sup,A134,A135
sup,A135,A136
sup,A136,A137
sup,A138,A139
sup,A140,A141
sup,A141,A142
sup,A142,A143
sup,A143,A144
sup,A144,A130
sup,A167,A168
sup,A168,A169
sup,A172,A173
sup,A173,A174
sup,A175,A176
sup,A177,A178
sup,A179,A180
sup,A180,A181
sup,A182,A183
sup,A183,A184
sup,A184,A185
sup,A185,A186
sup,A186,A187
sup,A188,A189
sup,A192,A193
sup,A194,A195
sup,A197,A198
sup,A198,A199
sup,A199,A200
sup,A200,A201
sup,A201,A202
sup,A202,A203
sup,A206,A207
sup,A207,A208
sup,A208,A209
sup,A209,A210
sup,A210,A211
sup,A211,A212
sup,A212,A213
sup,A213,A214
sup,A214,A215
sup,A215,A216
sup,A216,A217
sup,A217,A218
sup,A218,A219
sup,A219,A220
sup,A220,A221
sup,A221,A222
sup,A222,A206
sup,A223,A224
sup,A224,A225
sup,A226,A227
sup,A227,A228
sup,A230,A231
sup,A231,A232
sup,A232,A233
sup,A233,A234
sup,A234,A235
sup,A237,A238
sup,A238,A239
sup,A239,A240
sup,A241,A242
sup,A242,A243
sup,A243,A244
sup,A244,A245
sup,A245,A241
sup,A246,A247
sup,A247,A248
sup,A252,A246
sup,A292,A293
sup,A293,A294
sup,A294,A295
sup,A295,A296
sup,A296,A297
sup,A297,A298
