Entailment,Arg1,Arg2
sup,A31,A32
sup,A32,A33
sup,A33,A34
sup,A34,A35
sup,A35,A36
sup,A36,A37
sup,A37,A38
sup,A38,A39
sup,A39,A40
sup,A40,A41
sup,A41,A42
sup,A42,A43
sup,A43,A44
sup,A44,A45
sup,A45,A46
sup,A46,A47
sup,A47,A48
sup,A48,A49
sup,A49,A50
sup,A50,A51
sup,A51,A52
sup,A52,A53
sup,A53,A54
sup,A54,A55
sup,A55,A56
sup,A56,A31
sup,A94,A95
sup,A95,A96
sup,A96,A97
sup,A97,A98
sup,A98,A99
sup,A99,A100
sup,A100,A101
sup,A101,A102
sup,A102,A103
sup,A103,A104
sup,A104,A105
sup,A105,A106
sup,A106,A107
sup,A107,A108
sup,A108,A109
sup,A109,A110
sup,A110,A111
sup,A111,A112
sup,A112,A113
sup,A113,A114
sup,A114,A115
sup,A115,A116
sup,A116,A117
sup,A117,A118
sup,A118,A119
sup,A119,A120
sup,A120,A121
sup,A121,A94
sup,A125,A126
sup,A128,A129
sup,A133,A122
sup,A135,A136
sup,A139,A140
sup,A140,A141
sup,A141,A142
sup,A143,A144
sup,A145,A146
sup,A146,A147
sup,A148,A149
sup,A149,A150
sup,A150,A151
sup,A152,A153
sup,A153,A154
sup,A156,A134
sup,A214,A215
sup,A216,A217
sup,A222,A223
sup,A223,A224
sup,A224,A225
sup,A225,A226
sup,A226,A227
sup,A227,A228
sup,A229,A230
sup,A232,A233
sup,A234,A235
sup,A235,A236
sup,A237,A238
sup,A239,A240
sup,A241,A242
sup,A243,A244
sup,A245,A246
sup,A247,A248
sup,A248,A249
sup,A249,A250
sup,A251,A252
sup,A253,A254
sup,A254,A255
sup,A255,A256
sup,A256,A257
sup,A258,A259
sup,A259,A260
sup,A260,A261
sup,A262,A263
sup,A265,A266
sup,A266,A267
sup,A269,A270
sup,A272,A273
sup,A274,A275
sup,A275,A276
sup,A276,A241
sup,A277,A278
sup,A280,A281
sup,A283,A284
sup,A284,A285
sup,A285,A286
sup,A288,A289
sup,A289,A290
sup,A290,A291
sup,A291,A292
sup,A292,A293
sup,A293,A294
sup,A294,A295
sup,A295,A296
sup,A296,A297
sup,A298,A299
sup,A299,A300
sup,A301,A302
sup,A302,A303
sup,A304,A305
sup,A306,A307
sup,A309,A310
sup,A310,A311
sup,A311,A277
sup,A312,A313
