Entailment,Arg1,Arg2
sup,A0,A1
sup,A1,A2
sup,A3,A4
sup,A4,A5
sup,A8,A9
sup,A9,A10
sup,A10,A11
sup,A11,A12
sup,A18,A19
sup,A19,A20
sup,A21,A22
sup,A22,A23
sup,A23,A24
sup,A24,A25
sup,A27,A28
sup,A29,A30
sup,A31,A32
sup,A32,A33
sup,A35,A36
sup,A36,A37
sup,A37,A38
sup,A38,A39
sup,A39,A40
sup,A40,A35
sup,A41,A42
sup,A44,A45
sup,A47,A48
sup,A49,A41
sup,A50,A51
sup,A52,A53
sup,A53,A54
sup,A60,A50
sup,A61,A62
sup,A62,A63
sup,A63,A64
sup,A64,A65
sup,A67,A68
sup,A68,A69
sup,A96,A97
sup,A97,A98
sup,A99,A100
sup,A100,A101
sup,A101,A102
sup,A103,A104
sup,A104,A105
sup,A105,A106
sup,A106,A107
sup,A108,A109
sup,A109,A110
sup,A110,A111
sup,A112,A113
sup,A114,A115
sup,A115,A116
sup,A117,A118
sup,A121,A122
sup,A122,A123
sup,A124,A125
sup,A126,A127
sup,A127,A128
sup,A130,A90
sup,A136,A137
sup,A137,A138
sup,A138,A139
sup,A139,A140
sup,A140,A141
sup,A141,A142
sup,A142,A143
sup,A143,A144
sup,A144,A145
sup,A145,A146
sup,A146,A147
sup,A147,A148
sup,A148,A149
sup,A149,A150
sup,A150,A151
sup,A151,A152
sup,A152,A153
sup,A153,A154
sup,A154,A155
sup,A155,A156
sup,A156,A157
sup,A157,A158
sup,A158,A159
sup,A159,A160
sup,A160,A161
sup,A161,A162
sup,A162,A163
sup,A163,A164
sup,A164,A165
sup,A165,A166
sup,A166,A167
sup,A167,A168
sup,A168,A169
sup,A169,A170
sup,A170,A171
sup,A171,A172
sup,A172,A173
sup,A173,A174
sup,A174,A175
sup,A175,A176
sup,A176,A177
sup,A177,A136
sup,A200,A201
sup,A202,A203
sup,A204,A205
sup,A205,A206
sup,A206,A207
sup,A207,A208
sup,A209,A210
sup,A210,A211
sup,A213,A214
sup,A217,A218
sup,A218,A219
sup,A219,A220
sup,A223,A224
