Entailment,Arg1,Arg2
sup,A3,A4
sup,A7,A8
sup,A9,A10
sup,A10,A11
sup,A11,A0
sup,A12,A13
sup,A13,A14
sup,A14,A15
sup,A17,A18
sup,A18,A19
sup,A19,A20
sup,A21,A22
sup,A22,A23
sup,A26,A27
sup,A28,A29
sup,A29,A30
sup,A30,A31
sup,A32,A33
sup,A34,A35
sup,A35,A36
sup,A36,A37
sup,A39,A40
sup,A40,A41
sup,A41,A42
sup,A42,A43
sup,A43,A44
sup,A44,A45
sup,A45,A46
sup,A46,A47
sup,A47,A48
sup,A48,A49
sup,A49,A50
sup,A50,A51
sup,A51,A52
sup,A52,A53
sup,A53,A54
sup,A54,A55
sup,A55,A56
sup,A56,A57
sup,A57,A58
sup,A58,A59
sup,A59,A60
sup,A60,A61
sup,A61,A62
sup,A62,A63
sup,A63,A64
sup,A64,A39
sup,A65,A66
sup,A66,A67
sup,A67,A68
sup,A68,A69
sup,A69,A70
sup,A70,A71
sup,A71,A72
sup,A72,A73
sup,A73,A74
sup,A74,A75
sup,A75,A76
sup,A76,A65
sup,A96,A97
sup,A97,A98
sup,A111,A112
sup,A116,A117
sup,A119,A120
sup,A124,A125
sup,A125,A126
sup,A126,A127
sup,A127,A128
sup,A128,A129
sup,A129,A130
sup,A130,A131
sup,A131,A132
sup,A132,A133
sup,A133,A134
sup,A134,A135
sup,A135,A136
sup,A136,A137
sup,A137,A138
sup,A138,A139
sup,A139,A140
sup,A140,A141
sup,A141,A142
sup,A142,A124
sup,A143,A144
sup,A144,A145
sup,A145,A146
sup,A146,A143
sup,A147,A148
sup,A148,A149
sup,A149,A150
sup,A150,A151
sup,A151,A152
sup,A152,A153
sup,A153,A154
sup,A154,A155
sup,A155,A156
sup,A156,A157
sup,A157,A158
sup,A158,A159
sup,A159,A160
sup,A160,A161
sup,A161,A162
sup,A162,A163
sup,A163,A164
sup,A164,A165
sup,A165,A166
sup,A166,A167
sup,A167,A147
sup,A222,A223
sup,A223,A224
sup,A226,A227
sup,A229,A230
sup,A230,A231
sup,A231,A232
sup,A234,A235
sup,A235,A236
sup,A237,A238
sup,A242,A243
sup,A262,A263
sup,A263,A264
sup,A264,A265
sup,A267,A268
sup,A270,A271
sup,A271,A272
sup,A272,A273
sup,A274,A275
sup,A275,A276
sup,A280,A281
sup,A281,A282
sup,A282,A283
sup,A284,A285
sup,A285,A286
sup,A286,A287
sup,A287,A279
sup,A290,A291
sup,A291,A292
sup,A293,A294
sup,A298,A299
sup,A301,A302
sup,A302,A303
sup,A304,A305
sup,A306,A307
sup,A309,A310
sup,A313,A314
sup,A314,A315
sup,A315,A316
sup,A316,A317
sup,A319,A320
