Entailment,Arg1,Arg2
sup,A0,A1
sup,A1,A2
sup,A2,A3
sup,A3,A4
sup,A4,A5
sup,A5,A6
sup,A6,A0
sup,A8,A9
sup,A12,A13
sup,A14,A15
sup,A15,A16
sup,A17,A18
sup,A20,A21
sup,A21,A22
sup,A23,A24
sup,A25,A26
sup,A27,A28
sup,A28,A29
sup,A29,A27
sup,A30,A31
sup,A31,A32
sup,A32,A33
sup,A33,A34
sup,A34,A30
sup,A35,A36
sup,A36,A37
sup,A41,A42
sup,A42,A43
sup,A43,A44
sup,A44,A45
sup,A45,A46
sup,A46,A47
sup,A47,A48
sup,A48,A49
sup,A52,A53
sup,A53,A54
sup,A54,A35
sup,A55,A56
sup,A57,A58
sup,A58,A59
sup,A59,A60
sup,A61,A62
sup,A62,A63
sup,A64,A65
sup,A65,A66
sup,A66,A67
sup,A70,A71
sup,A71,A72
sup,A72,A73
sup,A73,A55
sup,A79,A80
sup,A80,A81
sup,A81,A82
sup,A82,A83
sup,A83,A84
sup,A84,A85
sup,A85,A86
sup,A86,A87
sup,A87,A88
sup,A88,A89
sup,A89,A90
sup,A90,A91
sup,A91,A92
sup,A92,A93
sup,A93,A79
sup,A108,A109
sup,A109,A110
sup,A110,A111
sup,A111,A112
sup,A112,A113
sup,A113,A108
sup,A114,A115
sup,A115,A116
sup,A116,A117
sup,A117,A118
sup,A120,A121
sup,A136,A137
sup,A137,A138
sup,A138,A139
sup,A139,A136
sup,A140,A141
sup,A143,A144
sup,A145,A146
sup,A149,A150
sup,A150,A151
sup,A151,A152
sup,A155,A156
sup,A161,A162
sup,A162,A163
sup,A163,A164
sup,A164,A165
sup,A165,A149
sup,A166,A167
sup,A167,A168
sup,A168,A169
sup,A169,A170
sup,A170,A171
sup,A171,A172
sup,A172,A173
sup,A173,A174
sup,A174,A175
sup,A175,A176
sup,A176,A177
sup,A177,A178
sup,A178,A179
sup,A179,A180
sup,A180,A181
sup,A181,A166
sup,A182,A183
sup,A183,A184
sup,A184,A185
sup,A185,A186
sup,A186,A182
sup,A187,A188
sup,A188,A189
