Entailment,Arg1,Arg2
sup,A0,A1
sup,A1,A2
sup,A4,A5
sup,A7,A8
sup,A9,A10
sup,A12,A13
sup,A13,A7
sup,A14,A15
sup,A15,A16
sup,A16,A17
sup,A17,A18
sup,A18,A14
sup,A23,A24
sup,A24,A25
sup,A25,A26
sup,A26,A23
sup,A37,A38
sup,A38,A39
sup,A39,A40
sup,A42,A35
sup,A43,A44
sup,A48,A49
sup,A49,A50
sup,A57,A58
sup,A59,A60
sup,A60,A61
sup,A61,A62
sup,A63,A57
sup,A66,A67
sup,A67,A68
sup,A70,A71
sup,A71,A64
sup,A72,A73
sup,A73,A74
sup,A74,A75
sup,A75,A72
sup,A76,A77
sup,A77,A78
sup,A78,A79
sup,A79,A80
sup,A80,A81
sup,A81,A76
sup,A82,A83
sup,A83,A84
sup,A84,A85
sup,A85,A82
sup,A13,A14
sup,A26,A27
sup,A34,A35
sup,A42,A43
sup,A49,A0
sup,A71,A72
sup,A85,A86
sup,A94,A95
sup,A99,A50
sup,A0,A20
sup,A0,A68
sup,A0,A39
sup,A0,A73
sup,A0,A64
sup,A1,A59
sup,A2,A31
sup,A2,A64
sup,A2,A80
sup,A3,A18
sup,A3,A68
sup,A3,A36
sup,A3,A62
sup,A3,A21
sup,A4,A32
sup,A4,A51
sup,A4,A10
sup,A4,A63
sup,A8,A55
sup,A8,A60
sup,A11,A46
sup,A11,A26
sup,A11,A64
sup,A13,A73
sup,A13,A32
sup,A13,A60
sup,A16,A70
sup,A16,A86
sup,A16,A50
sup,A17,A80
sup,A18,A87
sup,A18,A27
sup,A18,A2
sup,A20,A37
sup,A20,A94
sup,A20,A72
sup,A22,A91
sup,A22,A5
sup,A22,A80
sup,A23,A33
sup,A23,A90
sup,A23,A45
sup,A24,A38
sup,A26,A21
sup,A26,A25
sup,A26,A75
sup,A28,A90
sup,A28,A59
sup,A28,A43
sup,A30,A45
sup,A30,A87
sup,A30,A2
sup,A30,A22
sup,A34,A38
sup,A35,A59
sup,A35,A9
sup,A36,A18
sup,A36,A29
sup,A40,A69
sup,A40,A89
