Entailment,Arg1,Arg2
sup,A4,A5
sup,A5,A6
sup,A6,A4
sup,A16,A17
sup,A17,A18
sup,A18,A19
sup,A19,A20
sup,A20,A16
sup,A39,A40
sup,A40,A41
sup,A41,A42
sup,A42,A43
sup,A43,A44
sup,A44,A45
sup,A45,A46
sup,A46,A47
sup,A47,A48
sup,A48,A49
sup,A49,A50
sup,A50,A51
sup,A51,A52
sup,A52,A39
sup,A97,A98
sup,A98,A99
sup,A99,A100
sup,A103,A104
sup,A105,A106
sup,A107,A108
sup,A108,A109
sup,A110,A111
sup,A112,A113
sup,A131,A132
sup,A132,A133
sup,A133,A134
sup,A134,A131
sup,A135,A136
sup,A136,A137
sup,A137,A138
sup,A138,A135
sup,A139,A140
sup,A140,A141
sup,A148,A139
sup,A168,A169
sup,A169,A170
sup,A171,A172
sup,A172,A173
sup,A173,A174
sup,A174,A175
sup,A175,A176
sup,A176,A177
sup,A177,A178
sup,A178,A179
sup,A179,A180
sup,A180,A181
sup,A181,A182
sup,A182,A183
sup,A183,A184
sup,A184,A171
sup,A198,A199
sup,A199,A200
sup,A200,A201
sup,A201,A202
sup,A202,A203
sup,A203,A204
sup,A204,A205
sup,A205,A206
sup,A206,A207
sup,A207,A208
sup,A208,A209
sup,A209,A210
sup,A210,A211
sup,A211,A198
sup,A212,A213
sup,A213,A214
sup,A214,A215
sup,A215,A216
sup,A216,A217
sup,A217,A218
sup,A218,A219
sup,A219,A220
sup,A220,A221
sup,A221,A222
sup,A222,A212
sup,A236,A237
sup,A240,A241
sup,A241,A242
sup,A242,A243
sup,A244,A245
sup,A245,A246
sup,A246,A247
sup,A247,A236
sup,A248,A249
sup,A249,A250
sup,A253,A254
sup,A254,A255
sup,A257,A258
sup,A258,A259
sup,A260,A261
sup,A262,A263
sup,A267,A268
sup,A268,A269
sup,A269,A270
sup,A270,A271
sup,A272,A273
sup,A273,A274
sup,A274,A275
sup,A276,A265
sup,A371,A372
sup,A372,A373
sup,A373,A374
sup,A374,A375
sup,A375,A376
sup,A376,A377
sup,A377,A378
sup,A378,A379
sup,A379,A380
sup,A380,A371
sup,A382,A383
sup,A386,A387
sup,A387,A388
sup,A389,A390
sup,A390,A391
sup,A392,A393
sup,A394,A395
sup,A395,A396
sup,A396,A397
sup,A398,A399
sup,A399,A398
sup,A3,A4
sup,A6,A7
sup,A15,A16
sup,A20,A21
sup,A38,A39
sup,A96,A97
sup,A130,A131
sup,A134,A135
sup,A148,A149
sup,A159,A160
sup,A184,A185
sup,A197,A198
sup,A235,A236
