Entailment,Arg1,Arg2
sup,A1,A2
sup,A3,A4
sup,A5,A6
sup,A6,A7
sup,A8,A0
sup,A9,A10
sup,A10,A11
sup,A11,A12
sup,A12,A13
sup,A13,A14
sup,A14,A15
sup,A15,A16
sup,A16,A17
sup,A17,A18
sup,A18,A9
sup,A40,A41
sup,A41,A42
sup,A42,A43
sup,A43,A44
sup,A44,A40
sup,A45,A46
sup,A46,A47
sup,A47,A48
sup,A48,A49
sup,A49,A50
sup,A50,A45
sup,A51,A52
sup,A52,A53
sup,A53,A54
sup,A54,A55
sup,A55,A56
sup,A56,A57
sup,A57,A51
sup,A58,A59
sup,A59,A60
sup,A60,A61
sup,A61,A62
sup,A62,A63
sup,A63,A64
sup,A64,A65
sup,A65,A66
sup,A66,A67
sup,A67,A68
sup,A68,A58
sup,A78,A79
sup,A79,A80
sup,A80,A81
sup,A81,A82
sup,A82,A83
sup,A83,A84
sup,A84,A85
sup,A85,A86
sup,A86,A87
sup,A87,A88
sup,A88,A78
sup,A89,A90
sup,A90,A91
sup,A91,A92
sup,A92,A93
sup,A93,A94
sup,A95,A96
sup,A96,A97
sup,A98,A99
sup,A99,A100
sup,A100,A101
sup,A101,A102
sup,A102,A103
sup,A103,A104
sup,A104,A105
sup,A105,A106
sup,A106,A107
sup,A107,A108
sup,A108,A109
sup,A109,A110
sup,A110,A98
sup,A111,A112
sup,A112,A113
sup,A113,A114
sup,A114,A115
sup,A115,A116
sup,A116,A117
sup,A117,A111
sup,A118,A119
sup,A119,A120
sup,A120,A121
sup,A121,A122
sup,A122,A123
sup,A123,A124
sup,A124,A118
sup,A140,A141
sup,A141,A142
sup,A142,A143
sup,A144,A145
sup,A145,A146
sup,A146,A147
sup,A147,A148
sup,A148,A149
sup,A150,A151
sup,A151,A152
sup,A152,A153
sup,A153,A154
sup,A154,A155
sup,A155,A156
sup,A156,A157
sup,A157,A158
sup,A158,A159
sup,A159,A160
sup,A160,A161
sup,A161,A162
sup,A162,A150
sup,A175,A176
sup,A176,A177
sup,A178,A173
sup,A18,A19
sup,A25,A26
sup,A39,A40
sup,A50,A51
sup,A57,A58
sup,A73,A74
sup,A97,A98
sup,A110,A111
sup,A117,A118
sup,A172,A173
sup,A199,A100
sup,A1,A191
sup,A1,A77
sup,A4,A98
sup,A4,A119
sup,A4,A165
sup,A4,A37
sup,A5,A97
sup,A5,A59
sup,A5,A40
sup,A5,A117
sup,A6,A53
sup,A6,A68
sup,A6,A108
sup,A6,A109
sup,A6,A1
