Entailment,Arg1,Arg2
sup,A18,A19
sup,A20,A21
sup,A21,A22
sup,A22,A23
sup,A27,A28
sup,A28,A29
sup,A29,A30
sup,A31,A32
sup,A32,A33
sup,A33,A34
sup,A49,A50
sup,A50,A51
sup,A51,A52
sup,A52,A53
sup,A53,A49
sup,A64,A65
sup,A66,A67
sup,A71,A72
sup,A73,A74
sup,A75,A76
sup,A76,A77
sup,A78,A79
sup,A80,A81
sup,A82,A80
sup,A83,A84
sup,A89,A90
sup,A92,A83
sup,A95,A96
sup,A97,A98
sup,A98,A99
sup,A99,A100
sup,A100,A101
sup,A101,A102
sup,A102,A103
sup,A103,A104
sup,A104,A105
sup,A106,A107
sup,A107,A108
sup,A108,A106
sup,A109,A110
sup,A110,A111
sup,A111,A112
sup,A112,A113
sup,A113,A114
sup,A114,A115
sup,A115,A109
sup,A116,A117
sup,A117,A118
sup,A118,A119
sup,A119,A120
sup,A120,A121
sup,A121,A122
sup,A122,A123
sup,A123,A124
sup,A124,A125
sup,A125,A126
sup,A126,A127
sup,A127,A128
sup,A128,A129
sup,A129,A130
sup,A130,A131
sup,A131,A116
sup,A132,A133
sup,A133,A134
sup,A134,A135
sup,A135,A136
sup,A136,A137
sup,A137,A138
sup,A138,A139
sup,A139,A140
sup,A140,A141
sup,A141,A132
sup,A142,A143
sup,A143,A144
sup,A145,A142
sup,A146,A147
sup,A147,A148
sup,A148,A149
sup,A149,A150
sup,A150,A151
sup,A151,A152
sup,A152,A153
sup,A153,A154
sup,A154,A155
sup,A155,A156
sup,A156,A157
sup,A157,A158
sup,A158,A159
sup,A159,A146
sup,A203,A204
sup,A204,A205
sup,A205,A206
sup,A206,A207
sup,A207,A208
sup,A208,A209
sup,A209,A210
sup,A212,A213
sup,A213,A214
sup,A214,A215
sup,A215,A216
sup,A217,A218
sup,A222,A223
sup,A223,A224
sup,A224,A225
sup,A225,A226
sup,A226,A227
sup,A227,A228
sup,A228,A229
sup,A229,A230
sup,A230,A231
sup,A231,A232
sup,A232,A233
sup,A233,A234
sup,A234,A235
sup,A235,A222
sup,A250,A251
sup,A255,A256
sup,A256,A257
sup,A258,A259
sup,A259,A260
sup,A260,A261
sup,A262,A247
sup,A304,A305
sup,A306,A307
sup,A307,A308
sup,A308,A309
sup,A309,A306
sup,A326,A327
sup,A327,A328
sup,A328,A329
sup,A329,A330
sup,A330,A331
sup,A331,A332
sup,A332,A333
sup,A333,A334
sup,A334,A335
sup,A335,A336
sup,A336,A337
sup,A337,A338
sup,A338,A339
sup,A339,A340
sup,A340,A341
sup,A341,A342
sup,A342,A343
sup,A343,A326
sup,A346,A347
sup,A347,A348
sup,A349,A350
sup,A351,A344
sup,A352,A353
sup,A353,A354
sup,A354,A355
sup,A355,A356
sup,A356,A357
sup,A357,A358
sup,A358,A359
sup,A359,A360
sup,A360,A361
sup,A361,A362
sup,A362,A363
sup,A363,A364
sup,A364,A365
sup,A365,A352
sup,A366,A367
sup,A371,A372
sup,A372,A373
sup,A373,A374
sup,A375,A376
sup,A377,A378
sup,A379,A380
sup,A382,A383
sup,A384,A366
sup,A15,A16
sup,A34,A35
sup,A44,A45
sup,A48,A49
sup,A53,A54
sup,A79,A80
sup,A92,A93
sup,A105,A106
sup,A131,A132
sup,A141,A142
sup,A172,A173
sup,A235,A236
sup,A274,A275
sup,A281,A282
sup,A301,A302
sup,A343,A344
sup,A351,A352
sup,A395,A396
sup,A399,A200
sup,A0,A55
sup,A1,A205
sup,A1,A236
sup,A10,A78
sup,A10,A60
sup,A10,A331
sup,A10,A0
sup,A10,A103
sup,A10,A293
sup,A10,A64
sup,A10,A72
sup,A11,A24
sup,A11,A162
sup,A12,A193
sup,A12,A379
sup,A12,A127
sup,A12,A210
sup,A12,A272
sup,A12,A219
sup,A12,A58
sup,A12,A115
sup,A12,A78
sup,A12,A384
sup,A12,A108
sup,A12,A245
sup,A12,A353
sup,A12,A180
sup,A13,A315
sup,A13,A138
sup,A13,A235
sup,A15,A285
