Entailment,Arg1,Arg2
sup,A4,A5
sup,A5,A6
sup,A18,A19
sup,A19,A20
sup,A22,A23
sup,A23,A24
sup,A24,A25
sup,A25,A26
sup,A27,A28
sup,A28,A29
sup,A29,A30
sup,A30,A18
sup,A32,A33
sup,A34,A35
sup,A37,A38
sup,A40,A41
sup,A41,A42
sup,A43,A31
sup,A44,A45
sup,A45,A46
sup,A46,A44
sup,A47,A48
sup,A48,A49
sup,A49,A50
sup,A50,A51
sup,A51,A52
sup,A52,A53
sup,A53,A54
sup,A54,A55
sup,A55,A47
sup,A56,A57
sup,A57,A58
sup,A58,A59
sup,A59,A60
sup,A60,A61
sup,A61,A62
sup,A62,A63
sup,A63,A64
sup,A64,A56
sup,A65,A66
sup,A66,A67
sup,A67,A68
sup,A68,A69
sup,A69,A70
sup,A70,A71
sup,A71,A72
sup,A72,A73
sup,A73,A65
sup,A79,A80
sup,A82,A83
sup,A83,A84
sup,A84,A85
sup,A87,A79
sup,A88,A89
sup,A89,A90
sup,A90,A88
sup,A93,A94
sup,A94,A95
sup,A95,A96
sup,A102,A103
sup,A103,A104
sup,A104,A105
sup,A105,A100
sup,A106,A107
sup,A107,A108
sup,A108,A109
sup,A109,A110
sup,A110,A111
sup,A111,A112
sup,A112,A113
sup,A113,A114
sup,A114,A115
sup,A115,A116
sup,A116,A117
sup,A117,A118
sup,A118,A106
sup,A127,A125
sup,A129,A130
sup,A130,A131
sup,A156,A157
sup,A157,A158
sup,A158,A159
sup,A161,A162
sup,A162,A163
sup,A163,A155
sup,A165,A166
sup,A167,A164
sup,A169,A170
sup,A171,A172
sup,A173,A168
sup,A174,A175
sup,A175,A176
sup,A176,A177
sup,A177,A178
sup,A178,A179
sup,A179,A180
sup,A180,A181
sup,A181,A182
sup,A182,A183
sup,A183,A184
sup,A184,A174
sup,A185,A186
sup,A186,A187
sup,A187,A185
sup,A189,A190
sup,A191,A192
sup,A193,A194
sup,A3,A4
sup,A17,A18
sup,A64,A65
sup,A99,A0
sup,A118,A119
sup,A127,A128
sup,A133,A134
sup,A154,A155
sup,A163,A164
sup,A173,A174
sup,A184,A185
sup,A199,A100
sup,A1,A86
sup,A1,A93
sup,A1,A133
sup,A1,A91
sup,A1,A69
sup,A3,A147
sup,A3,A22
sup,A4,A118
sup,A4,A182
sup,A4,A110
sup,A6,A166
sup,A9,A155
sup,A9,A138
sup,A9,A54
sup,A10,A117
sup,A10,A32
sup,A10,A141
sup,A10,A103
sup,A11,A79
sup,A21,A163
sup,A21,A173
sup,A21,A179
